row_label_raw,row_label_full,col_0,col_1,Năm 2020,Năm 2019,numeric__col_1,numeric__Năm 2020,numeric__Năm 2019
,,,,VND,VND,,,
Thu nhập của thành viên trong Hội đồng quản trị,Thu nhập của thành viên trong Hội đồng quản trị,Thu nhập của thành viên trong Hội đồng quản trị,Thu nhập của thành viên trong Hội đồng quản trị,7.577.131.359,6.431.966.541,,7577131359.0,6431966541.0
Ông Trịnh Văn Tuấn,Ông Trịnh Văn Tuấn,Ông Trịnh Văn Tuấn,(Tái cử ngày 03/06/2020),2.542.632.385,1.994.017.110,,2542632385.0,1994017110.0
Ông Mai Lương Việt,Ông Mai Lương Việt,Ông Mai Lương Việt,(Bổ nhiệm ngày 03/06/2020),20.000.000,-,,20000000.0,
Ông Vũ Văn Tứ,Ông Vũ Văn Tứ,Ông Vũ Văn Tứ,(Miễn nhiệm ngày 03/06/2020),781.059.923,722.439.094,,781059923.0,722439094.0
Ông Võ Hồng Quang,Ông Võ Hồng Quang,Ông Võ Hồng Quang,(Tái cử ngày 03/06/2020),953.815.021,836.993.825,,953815021.0,836993825.0
Ông Nguyễn Minh Đệ,Ông Nguyễn Minh Đệ,Ông Nguyễn Minh Đệ,(Tái cử ngày 03/06/2020),1.324.912.000,1.300.250.000,,1324912000.0,1300250000.0
Ông Vũ Ánh Dương,Ông Vũ Ánh Dương,Ông Vũ Ánh Dương,(Bổ nhiệm ngày 03/06/2020),1.276.562.633,934.349.554,,1276562633.0,934349554.0
Bà Nguyễn Thị Hương,Bà Nguyễn Thị Hương,Bà Nguyễn Thị Hương,(Miễn nhiệm ngày 03/06/2020),678.149.397,643.916.957,,678149397.0,643916957.0
Thu nhập của thành viên trong Ban Tổng Giám đốc,Thu nhập của thành viên trong Ban Tổng Giám đốc,Thu nhập của thành viên trong Ban Tổng Giám đốc,Thu nhập của thành viên trong Ban Tổng Giám đốc,1.801.531.411,1.449.708.363,,1801531411.0,1449708363.0
Ông Nguyễn Nhật Tân,Ông Nguyễn Nhật Tân,Ông Nguyễn Nhật Tân,,896.643.550,708.928.010,,896643550.0,708928010.0
Ông Đăng Quốc Tường,Ông Đăng Quốc Tường,Ông Đăng Quốc Tường,(Bổ nhiệm ngày 01/10/2019),904.887.861,740.780.353,,904887861.0,740780353.0
Ông Lê Thanh Nghị,Ông Lê Thanh Nghị,Ông Lê Thanh Nghị,(Bổ nhiệm ngày 01/03/2021),-,-,,,
