row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2020 > VND,01/01/2020 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,5.715.231.571.853,4.152.924.121.173,,,5715231571853.0,4152924121173.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,1.475.766.385.890,567.652.456.496,,4.0,1475766385890.0,567652456496.0
111,111,111,1. Tiền,,262.766.385.890,133.878.509.747,,,262766385890.0,133878509747.0
112,112,112,2. Các khoản tương đương tiền,,1.213.000.000.000,433.773.946.749,,,1213000000000.0,433773946749.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,62.891.072.771,180.000.000.000,,5.0,62891072771.0,180000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,62.891.072.771,180.000.000.000,,,62891072771.0,180000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,3.389.788.585.449,1.851.439.409.142,,,3389788585449.0,1851439409142.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,1.634.984.030.338,1.205.919.182.905,,6.0,1634984030338.0,1205919182905.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,1.182.343.615.572,418.385.002.594,,7.0,1182343615572.0,418385002594.0
134,134,134,3. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,55.349.000.880,-,,,55349000880.0,
135,135,135,4. Phải thu về cho vay ngắn hạn,,-,2.000.000.000,,,,2000000000.0
136,136,136,5. Phải thu ngắn hạn khác,9,525.660.659.893,228.967.459.328,,9.0,525660659893.0,228967459328.0
137,137,137,6. Dự phòng phải thu ngắn hạn khó đòi,,(8.548.721.234),(3.832.235.685),,,-8548721234.0,-3832235685.0
140,140,140,IV. Hàng tồn kho,10,729.554.191.462,1.434.021.805.904,,10.0,729554191462.0,1434021805904.0
141,141,141,1. Hàng tồn kho,,731.040.064.869,1.437.407.604.655,,,731040064869.0,1437407604655.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(1.485.873.407),(3.385.798.751),,,-1485873407.0,-3385798751.0
150,150,150,V. Tài sản ngắn hạn khác,,57.231.336.281,119.810.449.631,,,57231336281.0,119810449631.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,2.881.129.291,2.797.960.404,,15.0,2881129291.0,2797960404.0
152,152,152,2. Thuế GTGT được khấu trừ,,53.928.240.881,116.554.207.325,,,53928240881.0,116554207325.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,421.966.109,458.281.902,,20.0,421966109.0,458281902.0
