row_label_raw,row_label_full,col_0,col_1,31/12/2020 > Giá trịVND,31/12/2020 > Số có khả năng trảnợVND,01/01/2020 > Giá trịVND,01/01/2020 > Số có khả năng trả nợVND,numeric__col_1,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Số có khả năng trảnợVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Số có khả năng trả nợVND
Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,,
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Tổng Công ty Khoángsản TKV-CTCP,57.259.004.836,57.259.004.836,18.701.223.200,18.701.223.200,,57259004836.0,57259004836.0,18701223200.0,18701223200.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Công ty TNHH TM ĐứcGiang,42.766.126.563,42.766.126.563,8.731.757.962,8.731.757.962,,42766126563.0,42766126563.0,8731757962.0,8731757962.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Công ty Cổ phần Đầu tưThương mại XNK ViệtPhát,94.553.670.578,94.553.670.578,-,-,,94553670578.0,94553670578.0,,
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Công ty Cổ phần Cápdiện và Hệ Thống LS-Vina,52.238.601.517,52.238.601.517,-,-,,52238601517.0,52238601517.0,,
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,"ZHEJIANG WANMACO.,LTD",-,-,54.563.252.196,54.563.252.196,,,,54563252196.0,54563252196.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Công ty Cổ phầnThương Maji và Kỹ thuậtNăng lượng Việt Nam,-,-,41.982.640.883,41.982.640.883,,,,41982640883.0,41982640883.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Dongfang ElectricInternationalCoroporation,43.383.114.988,43.383.114.988,34.887.527.299,34.887.527.299,,43383114988.0,43383114988.0,34887527299.0,34887527299.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Phải trả các đối tượng,809.860.986.173,809.860.986.173,666.756.690.402,666.756.690.402,,809860986173.0,809860986173.0,666756690402.0,666756690402.0
,,,,1.100.061.504.655,1.100.061.504.655,825.623.091.942,825.623.091.942,,1100061504655.0,1100061504655.0,825623091942.0,825623091942.0
