row_label_raw,row_label_full,-,"Ký cược, ký quỹ",8.295.573.500,-_1,8.295.573.500_1,-_2,"numeric__Ký cược, ký quỹ",numeric__8.295.573.500,numeric__-_1,numeric__8.295.573.500_1,numeric__-_2
-,-,-,Phải thu Công ty Cổ phần Điện gió Phong Liệu(**),79.150.160.000,-,-,-,,79150160000.0,,,
,,,,87.445.733.500,-,8.295.573.500,-,,87445733500.0,,8295573500.0,
