row_label_raw,row_label_full,col_0,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu người lao động về bảo hiểm xã hội,a) Ngắn hạn > - Phải thu người lao động về bảo hiểm xã hội,- Phải thu người lao động về bảo hiểm xã hội,399.212,-,1.356.090,-,399212.0,,1356090.0,
- Phải thu về bảo hiểm y tế,a) Ngắn hạn > - Phải thu về bảo hiểm y tế,- Phải thu về bảo hiểm y tế,589.500,-,201.285,-,589500.0,,201285.0,
- Phải thu về bảo hiểm thất nghiệp,a) Ngắn hạn > - Phải thu về bảo hiểm thất nghiệp,- Phải thu về bảo hiểm thất nghiệp,79.000,-,178.920,-,79000.0,,178920.0,
"- Phải thu về lãi tiền gửi, tiền cho vay","a) Ngắn hạn > - Phải thu về lãi tiền gửi, tiền cho vay","- Phải thu về lãi tiền gửi, tiền cho vay",-,-,6.500.684.931,-,,,6500684931.0,
- Tạm ứng,a) Ngắn hạn > - Tạm ứng,- Tạm ứng,128.449.505.051,-,70.095.370.886,-,128449505051.0,,70095370886.0,
"- Ký cược, ký quỹ","a) Ngắn hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",37.638.311.759,-,965.874.600,-,37638311759.0,,965874600.0,
"- Phải thu tạm ứng các đội, ban chỉ huy Công trình","a) Ngắn hạn > - Phải thu tạm ứng các đội, ban chỉ huy Công trình","- Phải thu tạm ứng các đội, ban chỉ huy Công trình",100.152.235.991,-,35.361.352.003,-,100152235991.0,,35361352003.0,
- Tạm ứng đèn bù GPMB (*),a) Ngắn hạn > - Tạm ứng đèn bù GPMB (*),- Tạm ứng đèn bù GPMB (*),201.290.874.356,-,77.854.218.650,-,201290874356.0,,77854218650.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,58.128.665.024,(2.570.187.890),38.188.221.963,(2.570.187.890),58128665024.0,-2570187890.0,38188221963.0,-2570187890.0
,,,525.660.659.893,(2.570.187.890),228.967.459.328,(2.570.187.890),525660659893.0,-2570187890.0,228967459328.0,-2570187890.0
