row_label_raw,row_label_full,col_0,Địa chỉ,31/12/2020 > Tỷ lệ lợi ích / Quyền biểu quyết,31/12/2020 > Tỷ lệ theo cam kết góp,31/12/2020 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu,01/01/2020 > Tỷ lệ lợi ích / Quyền biểu quyết,01/01/2020 > Tỷ lệ theo cam kết góp,01/01/2020 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu,numeric__Địa chỉ,numeric__31/12/2020 > Tỷ lệ lợi ích / Quyền biểu quyết,numeric__31/12/2020 > Tỷ lệ theo cam kết góp,numeric__31/12/2020 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu,numeric__01/01/2020 > Tỷ lệ lợi ích / Quyền biểu quyết,numeric__01/01/2020 > Tỷ lệ theo cam kết góp,numeric__01/01/2020 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu
,,,,,,VND,,,VND,,,,,,,
- Công ty Cổ phần Gang thép Cao Bằng,- Công ty Cổ phần Gang thép Cao Bằng,- Công ty Cổ phần Gang thép Cao Bằng,Cao Bằng,"25,09%","25,09%",40.846.089.583,"25,09%","25,09%",22.802.342.998,,0.2509,0.2509,40846089583.0,0.2509,0.2509,22802342998.0
- Công ty Cổ phần Khoáng sản Tấn Phát,- Công ty Cổ phần Khoáng sản Tấn Phát,- Công ty Cổ phần Khoáng sản Tấn Phát,Cao Bằng,"33,92%","27,13%",37.329.604.878,"33,92%","27,13%",37.530.395.122,,0.3392,0.2713,37329604878.0,0.3392,0.2713,37530395122.0
,,,,,,78.175.694.461,,,60.332.738.120,,,,78175694461.0,,,60332738120.0
