row_label_raw,row_label_full,Thuế giá trị gia tăng được khấu trừ,Tại ngày 01/01/2021 VND > 628.046.714 > Tại ngày 01/01/2021 VND,Tại ngày 01/01/2021 VND > 628.046.714 > Tại ngày 01/01/2021 VND_1,Số phát sinh VND > 3.315.771.710 > Trong năm VND,Số đã khấu trừ VND > 2.810.958.943 > Trong năm VND,Tại ngày 31/12/2021 VND > 1.132.859.481 > Trong năm VND,Tại ngày 31/12/2021 VND,Tại ngày 31/12/2021 VND_1,numeric__Tại ngày 01/01/2021 VND > 628.046.714 > Tại ngày 01/01/2021 VND,numeric__Tại ngày 01/01/2021 VND > 628.046.714 > Tại ngày 01/01/2021 VND_1,numeric__Số phát sinh VND > 3.315.771.710 > Trong năm VND,numeric__Số đã khấu trừ VND > 2.810.958.943 > Trong năm VND,numeric__Tại ngày 31/12/2021 VND > 1.132.859.481 > Trong năm VND,numeric__Tại ngày 31/12/2021 VND,numeric__Tại ngày 31/12/2021 VND_1
,,,Phải thu,Phải nộp,Phải nộp,Đã nộp,Đã khấu trừ,Phải thu,Phải nộp,,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,-,18.678.312.819,11.780.886.367,2.810.958.943,-,4.086.467.509,,,18678312819.0,11780886367.0,2810958943.0,,4086467509.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,7.812.602.864,23.193.028.942,26.214.584.291,-,-,4.791.047.515,,7812602864.0,23193028942.0,26214584291.0,,,4791047515.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,924.154.468,3.836.051.997,3.817.103.441,-,-,943.103.024,,924154468.0,3836051997.0,3817103441.0,,,943103024.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,180.896.297,2.657.533.020,2.560.730.620,-,-,277.698.697,,180896297.0,2657533020.0,2560730620.0,,,277698697.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,15.406.116.651,14.679.994.876,-,-,726.121.775,,,15406116651.0,14679994876.0,,,726121775.0
"Thuế, phí và lệ phí khác","Thuế, phí và lệ phí khác","Thuế, phí và lệ phí khác",2.085.005,110.532.840,1.627.584.930,1.568.437.490,-,2.085.005,169.680.280,2085005.0,110532840.0,1627584930.0,1568437490.0,,2085005.0,169680280.0
Cộng,Cộng,Cộng,2.085.005,9.028.186.469,65.398.628.359,60.621.737.085,2.810.958.943,2.085.005,10.994.118.800,2085005.0,9028186469.0,65398628359.0,60621737085.0,2810958943.0,2085005.0,10994118800.0
