row_label_raw,row_label_full,Đầu tư vào đơn vị khác:,Tại ngày 31/12/2021VND > Giá gốc > Đầu tư vào đơn vị khác:,Tại ngày 31/12/2021VND > Giá trị hợp lý > Đầu tư vào đơn vị khác:,Tại ngày 31/12/2021VND > Dự phòng > Đầu tư vào đơn vị khác:,Tại ngày 01/01/2021VND > Giá gốc > Đầu tư vào đơn vị khác:,Tại ngày 01/01/2021VND > Giá trị hợp lý > Đầu tư vào đơn vị khác:,Tại ngày 01/01/2021VND > Dự phòng > Đầu tư vào đơn vị khác:,numeric__Tại ngày 31/12/2021VND > Giá gốc > Đầu tư vào đơn vị khác:,numeric__Tại ngày 31/12/2021VND > Giá trị hợp lý > Đầu tư vào đơn vị khác:,numeric__Tại ngày 31/12/2021VND > Dự phòng > Đầu tư vào đơn vị khác:,numeric__Tại ngày 01/01/2021VND > Giá gốc > Đầu tư vào đơn vị khác:,numeric__Tại ngày 01/01/2021VND > Giá trị hợp lý > Đầu tư vào đơn vị khác:,numeric__Tại ngày 01/01/2021VND > Dự phòng > Đầu tư vào đơn vị khác:
Công ty Cổ phần Đầu tưXây dựng Cầu Đồng Nai,Công ty Cổ phần Đầu tưXây dựng Cầu Đồng Nai,Công ty Cổ phần Đầu tưXây dựng Cầu Đồng Nai,72.516.189.000,(*),(2.646.727.090),72.516.189.000,(*),-,72516189000.0,,-2646727090.0,72516189000.0,,
Công ty Cổ phần Amata,Công ty Cổ phần Amata,Công ty Cổ phần Amata,47.180.395.294,(*),-,47.180.395.294,(*),-,47180395294.0,,,47180395294.0,,
Công ty Cổ phần BOT 319Cường Thuận CTI,Công ty Cổ phần BOT 319Cường Thuận CTI,Công ty Cổ phần BOT 319Cường Thuận CTI,20.250.000.000,(*),(1.235.902.055),19.240.000.000,(*),-,20250000000.0,,-1235902055.0,19240000000.0,,
Công ty Cổ phần Xâydụng Dân dụng Côngnghiệp Số 1 - Đồng Nai,Công ty Cổ phần Xâydụng Dân dụng Côngnghiệp Số 1 - Đồng Nai,Công ty Cổ phần Xâydụng Dân dụng Côngnghiệp Số 1 - Đồng Nai,7.489.690.056,(*),-,-,,-,7489690056.0,,,,,
Công ty Cổ phần Côngtrình Giao thông Đồng Nai,Công ty Cổ phần Côngtrình Giao thông Đồng Nai,Công ty Cổ phần Côngtrình Giao thông Đồng Nai,1.711.890.000,10.023.240.000,-,1.711.890.000,12.405.000.000,-,1711890000.0,10023240000.0,,1711890000.0,12405000000.0,
Cộng,Cộng,Cộng,149.148.164.350,,(3.882.629.145),140.648.474.294,,-,149148164350.0,,-3882629145.0,140648474294.0,,
