row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,1.720.396.096,1.088.623.555,1720396096.0,1088623555.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Hoạt động sản xuất, trồng trọt (i)","Trong đó: > Hoạt động sản xuất, trồng trọt (i)","Hoạt động sản xuất, trồng trọt (i)",869.395.362,461.687.641,869395362.0,461687641.0
Hop đồng xây dựng (ii),Trong đó: > Hop đồng xây dựng (ii),Hop đồng xây dựng (ii),851.000.734,609.273.069,851000734.0,609273069.0
Chi phí nuôi bò thịt,Trong đó: > Chi phí nuôi bò thịt,Chi phí nuôi bò thịt,-,17.662.845,,17662845.0
Nguyên vật liệu,Trong đó: > Nguyên vật liệu,Nguyên vật liệu,261.748.953,132.746.014,261748953.0,132746014.0
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,155.519.548,46.872.104,155519548.0,46872104.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,33.218.130,28.543.749,33218130.0,28543749.0
"Công cụ, dụng cụ","Trong đó: > Công cụ, dụng cụ","Công cụ, dụng cụ",16.441.515,9.665.525,16441515.0,9665525.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,2.187.324.242,1.306.450.947,2187324242.0,1306450947.0
Dự phòng giảm giá hàng tồn kho,Trong đó: > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(20.727.970),(11.562.881),-20727970.0,-11562881.0
GIÁ TRỊ THUẦN,Trong đó: > GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,2.166.596.272,1.294.888.066,2166596272.0,1294888066.0
