row_label_raw,row_label_full,Ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > Ngàn VND,Nguyên tệ > USD,Thời hạn thanh toán,Lãi suất %/năm,"Tài sản thế chấp (TM số 10, 11 và 13)",numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > Ngàn VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất %/năm,"numeric__Tài sản thế chấp (TM số 10, 11 và 13)"
"Sacombank, Chi nhánh Sài Gòn","Sacombank, Chi nhánh Sài Gòn","Sacombank, Chi nhánh Sài Gòn","Sacombank, Chi nhánh Sài Gòn","Sacombank, Chi nhánh Sài Gòn","Sacombank, Chi nhánh Sài Gòn","Sacombank, Chi nhánh Sài Gòn","Sacombank, Chi nhánh Sài Gòn","Sacombank, Chi nhánh Sài Gòn",,,,,,
Khoản vay ngày3 tháng 1 năm2014 (*),"Sacombank, Chi nhánh Sài Gòn > Khoản vay ngày3 tháng 1 năm2014 (*)",Khoản vay ngày3 tháng 1 năm2014 (*),262.454.605,262.454.605,-,Từ ngày 24 tháng 12 năm2021 đến ngày24 tháng 12 năm 2026,"Lãi suất tiết kiệm13 tháng lãnh lãi cuối năm củaSacombank + 2,00%/năm được điều chỉnh 3 tháng/lần(2019: 9,80)","23,2 triệu cổ phiếu HAG do Chủ tịch sở hữu;14,5 triệu cổ phần Hoàng Anh - Quang Minh do HNG sở hữu.",262454605.0,262454605.0,,,,
"Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức",,,,,,
Khoản vay ngày29 tháng 11 năm2013 (**),"Sacombank, Chi nhánh Thủ Đức > Khoản vay ngày29 tháng 11 năm2013 (**)",Khoản vay ngày29 tháng 11 năm2013 (**),250.000.000,250.000.000,-,Từ ngày 25 tháng 12 năm2021 đến ngày6 tháng 12 năm 2026,"9,80","Quyền sử dụng đất 1.328,1 ha cao su và tài sản gắn liền trên đất tại Huyện Chư'Prông,Tỉnh Gia Lai, Việt Nam thuộc sở hữu của Cao su Trung Nguyên; Quyền sử dụng đất479,2 ha tại Xã EaH'leo, Huyện EaH'leo,Tỉnh Đắk Lắk, Việt Nam thuộc sở hữu của Hoàng Anh Đắk Lắk và 683,33 ha tại Xã EaH'leo, Huyện EaH'leo, Tỉnh Đắk Lắk, Việt Nam thuộc sở hữu của Công ty Cổ phần Cao su Ban Mê.",250000000.0,250000000.0,,,9.8,
