row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,124.827.244,137.811.769,124827244.0,137811769.0
- Cao Su Trung Nguyên,- Cao Su Trung Nguyên,- Cao Su Trung Nguyên,28.257.752,-,28257752.0,
- Công ty TNHH Phát triển Kỹ thuật Việt Nam,- Công ty TNHH Phát triển Kỹ thuật Việt Nam,- Công ty TNHH Phát triển Kỹ thuật Việt Nam,12.429.634,-,12429634.0,
"- Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng (""Đại Thắng"")","- Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng (""Đại Thắng"")","- Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng (""Đại Thắng"")",5.434.295,32.006.466,5434295.0,32006466.0
- Các nhà cung cấp khác,- Các nhà cung cấp khác,- Các nhà cung cấp khác,78.705.563,105.805.303,78705563.0,105805303.0
Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,4.853.416,44.774.842,4853416.0,44774842.0
Trả trước cho thầu phụ của các dự án sân bay tại Lào,Trả trước cho thầu phụ của các dự án sân bay tại Lào,Trả trước cho thầu phụ của các dự án sân bay tại Lào,507.662,1.188.097,507662.0,1188097.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,130.188.322,183.774.708,130188322.0,183774708.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước cho các bên thứ ba,Trong đó: > Trả trước cho các bên thứ ba,Trả trước cho các bên thứ ba,90.510.912,149.155.439,90510912.0,149155439.0
Trả trước cho các bên liên quan (TM số 33),Trong đó: > Trả trước cho các bên liên quan (TM số 33),Trả trước cho các bên liên quan (TM số 33),39.677.410,34.619.269,39677410.0,34619269.0
