row_label_raw,row_label_full,col_0,31/12/2016,31/12/2016_1,01/01/2016,01/01/2016_1,numeric__31/12/2016,numeric__31/12/2016_1,numeric__01/01/2016,numeric__01/01/2016_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,26.925.196.561,-,-,-,26925196561.0,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",299.399.413.447,-,135.841.803.106,-,299399413447.0,,135841803106.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",11.393.154.789,-,6.003.822.867,-,11393154789.0,,6003822867.0,
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",16.064.918.516,-,14.092.508.217,-,16064918516.0,,14092508217.0,
Thành phẩm,Thành phẩm,Thành phẩm,63.580.462.516,-,29.072.276.031,-,63580462516.0,,29072276031.0,
Cộng,Cộng,Cộng,417.363.145.829,-,185.010.410.221,-,417363145829.0,,185010410221.0,
5.6. Thuế và các khoản phải nộp Nhà nước,5.6. Thuế và các khoản phải nộp Nhà nước,5.6. Thuế và các khoản phải nộp Nhà nước,5.6. Thuế và các khoản phải nộp Nhà nước,5.6. Thuế và các khoản phải nộp Nhà nước,5.6. Thuế và các khoản phải nộp Nhà nước,5.6. Thuế và các khoản phải nộp Nhà nước,,,,
,,,01/01/2016 VND,Số phải nộp trong năm VND,Số đã thực nộp/bù trừ trong năm VND,31/12/2016 VND,,,,
Thuế giá trị gia tăng,5.6. Thuế và các khoản phải nộp Nhà nước > Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,117.765.316.971,117.764.449.323,867.648,,117765316971.0,117764449323.0,867648.0
Thuế thu nhập doanh nghiệp,5.6. Thuế và các khoản phải nộp Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,5.493.553.844,20.779.241.810,19.846.985.339,6.425.810.315,5493553844.0,20779241810.0,19846985339.0,6425810315.0
Thuế thu nhập cá nhân,5.6. Thuế và các khoản phải nộp Nhà nước > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,29.470.641,1.682.496.789,1.665.115.930,46.851.500,29470641.0,1682496789.0,1665115930.0,46851500.0
Các loại thuế khác,5.6. Thuế và các khoản phải nộp Nhà nước > Các loại thuế khác,Các loại thuế khác,-,252.018.905,252.018.905,-,,252018905.0,252018905.0,
Cộng,5.6. Thuế và các khoản phải nộp Nhà nước > Cộng,Cộng,5.523.024.485,140.479.074.475,139.528.569.497,6.473.529.463,5523024485.0,140479074475.0,139528569497.0,6473529463.0
