row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2016,Năm 2015,numeric__Mã số,numeric__Năm 2016,numeric__Năm 2015
IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
"1. Tiền chi đề mua sâm, xây dựng TSCĐ và các TSDH khác","IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 1. Tiền chi đề mua sâm, xây dựng TSCĐ và các TSDH khác","1. Tiền chi đề mua sâm, xây dựng TSCĐ và các TSDH khác",21,(1.012.094.415.910),(254.496.759.327),21.0,-1012094415910.0,-254496759327.0
"2. Tiền thu do thanh lý, nhượng bán TSCĐ và các TSDH khác","IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 2. Tiền thu do thanh lý, nhượng bán TSCĐ và các TSDH khác","2. Tiền thu do thanh lý, nhượng bán TSCĐ và các TSDH khác",22,27.305.278.908,5.661.363.636,22.0,27305278908.0,5661363636.0
"3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,-,30.000.000.000,24.0,,30000000000.0
4. Tiền chi đầu tư góp vốn vào các đơn vị khác,IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 4. Tiền chi đầu tư góp vốn vào các đơn vị khác,4. Tiền chi đầu tư góp vốn vào các đơn vị khác,25,-,(213.200.000.000),25.0,,-213200000000.0
5. Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 5. Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,5. Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,26,182.297.428.509,18.619.000.000,26.0,182297428509.0,18619000000.0
"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,9.726.330.554,32.775.172.691,27.0,9726330554.0,32775172691.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,IL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(792.765.377.939),(380.641.223.000),30.0,-792765377939.0,-380641223000.0
IIL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,IIL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,IIL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,IIL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,IIL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,IIL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
1. Tiền thu từ phát hành cổ phiếu và nhận vốn góp của CSH,IIL LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ phát hành cổ phiếu và nhận vốn góp của CSH,1. Tiền thu từ phát hành cổ phiếu và nhận vốn góp của CSH,31,84.247.500.000,-,31.0,84247500000.0,
