row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu và quyền biểu quyết,Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu và quyền biểu quyết,numeric__Hoạt động chính
1.,1.,1.,Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Yên Bái,"91,86%","Khai thác đá, dịch vụ hỗ trợ khai thác mô và quặng khác; sản xuất kinh doanh các sản phẩm nhựa; vận tải hàng hóa bằng đường bộ, nhà hàng và các dịch vụ ăn uống phục vụ lưu động, sản xuất các sản phẩm nhựa (PP,PE); dịch vụ liên quan đến in, bán lẻ xỉ măng, gạch xây, vật liệu xây dựng khác; thu gom, xử lý và tiêu huỷ rác thải.",,,0.9186,
2.,2.,2.,Công ty TNHH Nhựa Thakhek,CHDCND Lào,"100,00%",Mua bán nhựa từ nước ngoài và nội địa nước CHDCND Lào; Sản xuất hạt nhựa tái chế.,,,1.0,
