row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2016,01/01/2016,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,1.123.392.357.975,807.996.288.735,100.0,,1123392357975.0,807996288735.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5.1,271.195.540.667,340.135.133.873,110.0,51.0,271195540667.0,340135133873.0
1. Tiền,1. Tiền,1. Tiền,111,,119.168.304.270,184.950.133.873,111.0,,119168304270.0,184950133873.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,152.027.236.397,155.185.000.000,112.0,,152027236397.0,155185000000.0
II. Các khoản phải thu ngắn hạn,II. Các khoản phải thu ngắn hạn,II. Các khoản phải thu ngắn hạn,130,,392.511.532.808,261.828.536.864,130.0,,392511532808.0,261828536864.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5.2,204.674.630.115,95.744.225.206,131.0,52.0,204674630115.0,95744225206.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,5.3,148.079.904.039,75.157.215.135,132.0,53.0,148079904039.0,75157215135.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,5.4,40.224.129.892,90.927.096.523,136.0,54.0,40224129892.0,90927096523.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,,(467.131.238),-,137.0,,-467131238.0,
III. Hàng tồn kho,III. Hàng tồn kho,III. Hàng tồn kho,140,5.5,417.363.145.829,185.010.410.221,140.0,55.0,417363145829.0,185010410221.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,417.363.145.829,185.010.410.221,141.0,,417363145829.0,185010410221.0
IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,150,,42.322.138.671,21.022.207.777,150.0,,42322138671.0,21022207777.0
