row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2016,Năm 2015,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2016,numeric__Năm 2015
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,2.054.755.011.168,1.523.377.869.886,1.0,,2054755011168.0,1523377869886.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,1.607.150.157,1.416.290.965,2.0,,1607150157.0,1416290965.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,6.1,2.053.147.861.011,1.521.961.578.921,10.0,61.0,2053147861011.0,1521961578921.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,6.2,1.790.221.564.273,1.359.334.744.495,11.0,62.0,1790221564273.0,1359334744495.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,262.926.296.738,162.626.834.426,20.0,,262926296738.0,162626834426.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,6.3,27.383.398.861,43.705.449.520,21.0,63.0,27383398861.0,43705449520.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,6.4,49.381.124.579,47.262.703.114,22.0,64.0,49381124579.0,47262703114.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,23.874.478.344,22.863.218.404,23.0,,23874478344.0,22863218404.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,6.5,42.175.002.551,62.925.006.115,25.0,65.0,42175002551.0,62925006115.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,6.5,55.359.918.016,34.991.346.462,26.0,65.0,55359918016.0,34991346462.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,143.393.650.453,61.153.228.255,30.0,,143393650453.0,61153228255.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,6.6,8.057.236.655,1.755.733.450,31.0,66.0,8057236655.0,1755733450.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,6.7,22.255.986,3.907.478,32.0,67.0,22255986.0,3907478.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,8.034.980.669,1.751.825.972,40.0,,8034980669.0,1751825972.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,151.428.631.122,62.905.054.227,50.0,,151428631122.0,62905054227.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,6.8,20.779.241.810,8.146.508.617,51.0,68.0,20779241810.0,8146508617.0
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,130.649.389.312,54.758.545.610,60.0,,130649389312.0,54758545610.0
