row_label_raw,row_label_full,Khoản mục,Năm 2016VND,Năm 2015VND,numeric__Năm 2016VND,numeric__Năm 2015VND
Thù lao của Hội đồng Quản trị,Thù lao của Hội đồng Quản trị,Thù lao của Hội đồng Quản trị,660.000.000,660.000.000,660000000.0,660000000.0
Thù lao của Ban kiểm soát,Thù lao của Ban kiểm soát,Thù lao của Ban kiểm soát,264.000.000,264.000.000,264000000.0,264000000.0
Lương và phụ cấp của Ban Tổng Giám đốc,Lương và phụ cấp của Ban Tổng Giám đốc,Lương và phụ cấp của Ban Tổng Giám đốc,1.515.713.000,1.469.580.000,1515713000.0,1469580000.0
Cộng,Cộng,Cộng,2.439.713.000,2.393.580.000,2439713000.0,2393580000.0
