row_label_raw,row_label_full,col_0,31/12/2016 > Giá trị VND,31/12/2016 > Số có khả năng trả nợ VND,Trong năm > Tăng VND,Trong năm > Giảm VND,01/01/2016 > Giá trị VND,01/01/2016 > Số có khả năng trả nợ VND,numeric__31/12/2016 > Giá trị VND,numeric__31/12/2016 > Số có khả năng trả nợ VND,numeric__Trong năm > Tăng VND,numeric__Trong năm > Giảm VND,numeric__01/01/2016 > Giá trị VND,numeric__01/01/2016 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,719.337.640.571,719.337.640.571,1.834.519.842.347,1.479.312.808.615,364.130.606.839,364.130.606.839,719337640571.0,719337640571.0,1834519842347.0,1479312808615.0,364130606839.0,364130606839.0
- Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hải Dương (i),- Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hải Dương (i),- Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hải Dương (i),251.496.726.848,251.496.726.848,609.172.562.669,509.317.815.695,151.641.979.874,151.641.979.874,251496726848.0,251496726848.0,609172562669.0,509317815695.0,151641979874.0,151641979874.0
- Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hải Dương (ii),- Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hải Dương (ii),- Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hải Dương (ii),171.628.133.601,171.628.133.601,426.273.967.488,329.829.335.450,75.183.501.563,75.183.501.563,171628133601.0,171628133601.0,426273967488.0,329829335450.0,75183501563.0,75183501563.0
- Ngân hàng TMCP Quân đội - Chi nhánh Hải Dương (iii),- Ngân hàng TMCP Quân đội - Chi nhánh Hải Dương (iii),- Ngân hàng TMCP Quân đội - Chi nhánh Hải Dương (iii),99.576.454.817,99.576.454.817,271.235.838.125,216.268.402.407,44.609.019.099,44.609.019.099,99576454817.0,99576454817.0,271235838125.0,216268402407.0,44609019099.0,44609019099.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hải Dương (iv),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hải Dương (iv),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hải Dương (iv),94.643.858.291,94.643.858.291,236.179.899.809,172.070.783.270,30.534.741.752,30.534.741.752,94643858291.0,94643858291.0,236179899809.0,172070783270.0,30534741752.0,30534741752.0
- Ngân hàng Bangkok Đại chúng TNHH - Chi nhánh Hà Nội (v),- Ngân hàng Bangkok Đại chúng TNHH - Chi nhánh Hà Nội (v),- Ngân hàng Bangkok Đại chúng TNHH - Chi nhánh Hà Nội (v),37.681.324.615,37.681.324.615,94.732.024.255,76.856.464.385,19.805.764.745,19.805.764.745,37681324615.0,37681324615.0,94732024255.0,76856464385.0,19805764745.0,19805764745.0
- Ngân hàng TMCP Việt Nam Thịnh Vương (vi),- Ngân hàng TMCP Việt Nam Thịnh Vương (vi),- Ngân hàng TMCP Việt Nam Thịnh Vương (vi),30.146.984.505,30.146.984.505,78.964.554.067,48.817.569.562,-,-,30146984505.0,30146984505.0,78964554067.0,48817569562.0,,
"- Ngân hàng Citibank, N.A. Việt Nam - Chi nhánh Hà Nội (vii)","- Ngân hàng Citibank, N.A. Việt Nam - Chi nhánh Hà Nội (vii)","- Ngân hàng Citibank, N.A. Việt Nam - Chi nhánh Hà Nội (vii)",30.096.673.200,30.096.673.200,87.664.963.214,87.699.864.820,30.131.574.806,30.131.574.806,30096673200.0,30096673200.0,87664963214.0,87699864820.0,30131574806.0,30131574806.0
- Ngân hàng TNHH MTV Shinhan Việt Nam - Chi nhánh Hải Dương (viii),- Ngân hàng TNHH MTV Shinhan Việt Nam - Chi nhánh Hải Dương (viii),- Ngân hàng TNHH MTV Shinhan Việt Nam - Chi nhánh Hải Dương (viii),4.067.484.694,4.067.484.694,30.296.032.720,38.452.573.026,12.224.025.000,12.224.025.000,4067484694.0,4067484694.0,30296032720.0,38452573026.0,12224025000.0,12224025000.0
Cộng,Cộng,Cộng,719.337.640.571,719.337.640.571,1.834.519.842.347,1.479.312.808.615,364.130.606.839,364.130.606.839,719337640571.0,719337640571.0,1834519842347.0,1479312808615.0,364130606839.0,364130606839.0
