row_label_raw,row_label_full,col_0,31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
Đô la Mỹ (USD),Đô la Mỹ (USD),Đô la Mỹ (USD),"9.573.488,35","8.570.628,35",9573488.35,8570628.35
- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,"1.968.184,59","4.421.418,39",1968184.59,4421418.39
- Phải thu khách hàng và phải thu khác,- Phải thu khách hàng và phải thu khác,- Phải thu khách hàng và phải thu khác,"7.605.303,76","4.149.209,96",7605303.76,4149209.96
- Trả trước cho người bán ngắn hạn,- Trả trước cho người bán ngắn hạn,- Trả trước cho người bán ngắn hạn,"6.684.863,74","1.005.338,00",6684863.74,1005338.0
Euro (EUR),Euro (EUR),Euro (EUR),"63.451,17",54.113.48,63451.17,5411348.0
- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,"63.451,17",54.113.48,63451.17,5411348.0
- Phải thu khách hàng và phải thu khác,- Phải thu khách hàng và phải thu khác,- Phải thu khách hàng và phải thu khác,"44.644,22",-,44644.22,
Băng Anh (GPB),Băng Anh (GPB),Băng Anh (GPB),"89.800,65","27.756,69",89800.65,27756.69
- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,"1.864,12","27.756,69",1864.12,27756.69
- Phải thu khách hàng và phải thu khác,- Phải thu khách hàng và phải thu khác,- Phải thu khách hàng và phải thu khác,"87.936,53",-,87936.53,
Trung Quốc (CYN),Trung Quốc (CYN),Trung Quốc (CYN),"5.930,00",-,5930.0,
- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,"5.930,00",-,5930.0,
Đài Loan (TWD),Đài Loan (TWD),Đài Loan (TWD),"19.300,00",-,19300.0,
- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,"19.300,00",-,19300.0,
,,,Công nợ,Công nợ,,
,,,31/12/2016,01/01/2016,,
Đô la Mỹ (USD),Đô la Mỹ (USD),Đô la Mỹ (USD),"42.582.904,55","19.274.255,42",42582904.55,19274255.42
- Các khoản vay,- Các khoản vay,- Các khoản vay,"30.539.617,75","10.836.870,29",30539617.75,10836870.29
- Phải trả người bán và phải trả khác,- Phải trả người bán và phải trả khác,- Phải trả người bán và phải trả khác,"11.634.716,85","8.002.461,94",11634716.85,8002461.94
- Người mua trả tiền trước ngắn hạn,- Người mua trả tiền trước ngắn hạn,- Người mua trả tiền trước ngắn hạn,"408.569,95","434.923,19",408569.95,434923.19
