row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,05 - 25,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,05 - 10,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,05 - 15,
"Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý",03 - 08,
"Cây lây năm, sức vật làm việc cho sản phẩm","Cây lây năm, sức vật làm việc cho sản phẩm","Cây lây năm, sức vật làm việc cho sản phẩm",05 - 25,
Tài sản khác,Tài sản khác,Tài sản khác,04 - 12,
