row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2016,Năm 2015,numeric__Mã số,numeric__Năm 2016,numeric__Năm 2015
I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
1. Lợi nhuận kế toán trước thuế,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận kế toán trước thuế,1. Lợi nhuận kế toán trước thuế,01,151.428.631.122,62.905.054.227,1.0,151428631122.0,62905054227.0
2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,,,
Khấu hao tài sản cố định và bắt động sản đầu tư,2. Điều chỉnh cho các khoản: > Khấu hao tài sản cố định và bắt động sản đầu tư,Khấu hao tài sản cố định và bắt động sản đầu tư,02,79.588.965.601,71.603.681.992,2.0,79588965601.0,71603681992.0
Các khoản dự phòng,2. Điều chỉnh cho các khoản: > Các khoản dự phòng,Các khoản dự phòng,03,467.131.238,-,3.0,467131238.0,
(Lãi)/Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,2. Điều chỉnh cho các khoản: > (Lãi)/Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi)/Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,,4.0,,
(Lãi)/Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,2. Điều chỉnh cho các khoản: > (Lãi)/Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi)/Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,10.341.639.424,1.196.042.264,,10341639424.0,1196042264.0
(Lãi)/Lỗ từ hoạt động đầu tư,2. Điều chỉnh cho các khoản: > (Lãi)/Lỗ từ hoạt động đầu tư,(Lãi)/Lỗ từ hoạt động đầu tư,05,(16.371.512.626),(33.484.789.840),5.0,-16371512626.0,-33484789840.0
Chỉ phí lãi vay,2. Điều chỉnh cho các khoản: > Chỉ phí lãi vay,Chỉ phí lãi vay,06,23.874.478.344,22.863.218.404,6.0,23874478344.0,22863218404.0
3. Lưu chuyển tiền từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản: > 3. Lưu chuyển tiền từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lưu chuyển tiền từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,,8.0,,
3. Lưu chuyển tiền từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản: > 3. Lưu chuyển tiền từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lưu chuyển tiền từ hoạt động kinh doanh trước thay đổi vốn lưu động,,249.329.333.103,125.083.207.047,,249329333103.0,125083207047.0
(Tăng)/Giảm các khoản phải thu,2. Điều chỉnh cho các khoản: > (Tăng)/Giảm các khoản phải thu,(Tăng)/Giảm các khoản phải thu,09,(228.439.200.246),(156.405.312.066),9.0,-228439200246.0,-156405312066.0
(Tăng)/Giảm hàng tồn kho,2. Điều chỉnh cho các khoản: > (Tăng)/Giảm hàng tồn kho,(Tăng)/Giảm hàng tồn kho,10,(232.352.735.608),(53.221.361.239),10.0,-232352735608.0,-53221361239.0
Tăng/(Giảm) các khoản phải trả,2. Điều chỉnh cho các khoản: > Tăng/(Giảm) các khoản phải trả,Tăng/(Giảm) các khoản phải trả,11,196.344.837.711,92.981.351.533,11.0,196344837711.0,92981351533.0
(Tăng)/Giảm chi phí trả trước,2. Điều chỉnh cho các khoản: > (Tăng)/Giảm chi phí trả trước,(Tăng)/Giảm chi phí trả trước,12,(15.990.246.627),(11.197.139.671),12.0,-15990246627.0,-11197139671.0
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(23.874.478.344),(22.863.218.404),14.0,-23874478344.0,-22863218404.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(19.846.985.339),(1.360.065.804),15.0,-19846985339.0,-1360065804.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,82.589.244.341,62.548.671.052,16.0,82589244341.0,62548671052.0
Tiền chỉ khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chỉ khác từ hoạt động kinh doanh,Tiền chỉ khác từ hoạt động kinh doanh,17,(3.926.400.997),(5.902.278.906),17.0,-3926400997.0,-5902278906.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,3.833.367.994,29.663.853.542,20.0,3833367994.0,29663853542.0
