row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
(Lỗ)/lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,(Lỗ)/lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,(Lỗ)/lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,(2.513.883),5.464.627,-2513883.0,5464627.0
"Điều chỉnh giảm do trích quỹ khen thưởng, phúc lợi","Điều chỉnh giảm do trích quỹ khen thưởng, phúc lợi","Điều chỉnh giảm do trích quỹ khen thưởng, phúc lợi",-,-,,
(Lỗ)/lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,"Điều chỉnh giảm do trích quỹ khen thưởng, phúc lợi > (Lỗ)/lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu",(Lỗ)/lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,(2.513.883),5.464.627,-2513883.0,5464627.0
(Lỗ)/lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,"Điều chỉnh giảm do trích quỹ khen thưởng, phúc lợi > (Lỗ)/lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm",(Lỗ)/lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,(2.513.883),5.464.627,-2513883.0,5464627.0
,,,Đơn vị tính: cổ phiếu,Đơn vị tính: cổ phiếu,,
,,,Năm nay,Năm trước(Trình bày lại),,
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi/lỗ cơ bản trên cổ phiếu,"Điều chỉnh giảm do trích quỹ khen thưởng, phúc lợi > Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi/lỗ cơ bản trên cổ phiếu",Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi/lỗ cơ bản trên cổ phiếu,3.669.133.724,3.635.276.926,3669133724.0,3635276926.0
Ảnh hưởng suy giảm do:,Ảnh hưởng suy giảm do:,Ảnh hưởng suy giảm do:,,,,
Cổ phiếu ưu đãi có quyền chuyển đổi,Ảnh hưởng suy giảm do: > Cổ phiếu ưu đãi có quyền chuyển đổi,Cổ phiếu ưu đãi có quyền chuyển đổi,-,73.299.173,,73299173.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Ảnh hưởng suy giảm do: > Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,3.669.133.724,3.708.576.099,3669133724.0,3708576099.0
,,,Đơn vị tính: VND,Đơn vị tính: VND,,
,,,Năm nay,Năm trước(Trình bày lại),,
(Lỗ)/lãi cơ bản trên cổ phiếu,Ảnh hưởng suy giảm do: > (Lỗ)/lãi cơ bản trên cổ phiếu,(Lỗ)/lãi cơ bản trên cổ phiếu,(685),1.503,-685.0,1503.0
(Lỗ)/lãi suy giảm trên cổ phiếu,Ảnh hưởng suy giảm do: > (Lỗ)/lãi suy giảm trên cổ phiếu,(Lỗ)/lãi suy giảm trên cổ phiếu,(685),1.474,-685.0,1474.0
