row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
56,56,56,Công ty TNHH VinFast Germany,Công ty VinFast Germany,"100,00","51,52","106 ResCowork04, Frankfurt, Alte Oper, Bockenheimer Landstraße 17/19, 60325 Frankfurt am Main, Germany","Mua bán, xuất nhập khẩu thiết bị, linh kiện vật tư, phụ tùng ôtô xe máy và các hàng hóa liên quan",,,100.0,51.52,,
57,57,57,Công ty TNHH VinFast Engineering Australia,Công ty VinFast Australia,"100,00","51,52","65 Fennel Street, Port Melbourne, Victoria, Australia","Thiết kế ô tô, xe máy; hợp tác nghiên cứu công nghệ và nhập khẩu, phân phối hàng hóa",,,100.0,51.52,,
58,58,58,Công ty Cổ phần Hương Hải - Quảng Ngãi,Công ty Hương Hải - Quảng Ngãi,"100,00","67,69","Số 33/11, Đường Lê Lợi, Tổ 9, Phường Chánh Lộ, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi, Việt Nam",Khai thác mô và khai thác khoáng chất và nguyên liệu khác,,,100.0,67.69,,
59,59,59,Công ty Cổ phần Nghiên cứu và Sản xuất Vinsmart,Công ty Vinsmart,"67,34","67,34","Lô CN1-06B-1&2 Khu Công nghiệp Công nghệ cao 1, Khu Công nghệ cao Hòa Lạc, xã Hạ Bằng, huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",Sản xuất thiết bị truyền thông,,,67.34,67.34,,
60,60,60,Công ty TNHH Pin Lithium V-G,Công ty Pin Lithium V-G,"75,00","50,50","Tổ hợp sản xuất ô tô VinFast, Khu kinh tế Đình Vũ - Cát Hải, đảo Cát Hải, Thị Trấn Cát Hải, Huyện Cát Hải, Thành phố Hải Phòng, Việt Nam",Sản xuất pin và ắc quy,,,75.0,50.5,,
61,61,61,Công ty Cổ phần Vingroup Investment Việt Nam,Công ty Vingroup Investment Việt Nam,"100,00","51,68",Khu đô thị sinh thái Vinhomes Riverside (1),"Hoạt động tư vấn, đầu tư",,,100.0,51.68,,
62,62,62,Công ty TNHH Vingroup Global,Công ty Vingroup Global,"100,00","67,34","120 Lower Delta Road, #02-00, Cendex Centre, Singapore","Nhập khẩu phân phối hàng hóa, Hợp tác nghiên cứu công nghệ",,,100.0,67.34,,
63,63,63,Công ty TNHH Vingroup Investment,Công ty Vingroup Investment,"90,15","60,70","120 Lower Delta Road, #02-05, Cendex Centre, Singapore",Nghiên cứu và phát triển thị trường,,,90.15,60.7,,
64,64,64,Công ty TNHH Vingroup Ru,Công ty Vingroup Ru,"100,00","51,68","2nd floor, Room 4, Building 7, 1-ST Kazachiy Lane, City of Moscow, Russian Federation",Bán buôn đồ điện gia dụng,,,100.0,51.68,,
65,65,65,Công ty TNHH Vinsmart Ukraine,Công ty Vinsmart Ukraine,"100,00","60,70","61105, Building 15, Zabaikalskuy lane, City of Kharkiv, Ukraina",Nghiên cứu và phát triển thị trường,,,100.0,60.7,,
66,66,66,Công ty TNHH Vinsmart Technology,Công ty Vinsmart Technology,"100,00","60,70","Avenida Paseo de la Reforma 404, Piso 6, Desp. 602, Col. Juarez, Delegación Cuauhtémoc, México",Nghiên cứu và phát triển thị trường,,,100.0,60.7,,
