row_label_raw,row_label_full,Số đầu năm,Đơn vị tính: triệu VND > Năm nay > 67.921.619,Đơn vị tính: triệu VND > Năm trước > 48.057.748,numeric__Đơn vị tính: triệu VND > Năm nay > 67.921.619,numeric__Đơn vị tính: triệu VND > Năm trước > 48.057.748
Tăng do mua công ty con,Tăng do mua công ty con,Tăng do mua công ty con,4.873,17.473.382,4873.0,17473382.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,35.381.916,27.038.857,35381916.0,27038857.0
Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),(9.369.091),(14.706.809),-9369091.0,-14706809.0
Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),(5.248.059),(3.299.498),-5248059.0,-3299498.0
Chuyển sang bất động sản đầu tư(Thuyết minh số 16),Chuyển sang bất động sản đầu tư(Thuyết minh số 16),Chuyển sang bất động sản đầu tư(Thuyết minh số 16),(2.101.409),(2.620.200),-2101409.0,-2620200.0
Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,(1.797.017),(4.021.861),-1797017.0,-4021861.0
Giảm do bán công ty con,Giảm do bán công ty con,Giảm do bán công ty con,(281.416),-,-281416.0,
Khác,Khác,Khác,(1.186.082),-,-1186082.0,
Số cuối năm,Số cuối năm,Số cuối năm,83.325.334,67.921.619,83325334.0,67921619.0
