row_label_raw,row_label_full,col_0,"Quyền sử dụng đất và nhà cửa, vật kiến trúc","Máy móc, thiết bị",Tổng cộng,"numeric__Quyền sử dụng đất và nhà cửa, vật kiến trúc","numeric__Máy móc, thiết bị",numeric__Tổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,34.372.227,6.875.888,41.248.115,34372227.0,6875888.0,41248115.0
Xây dựng cơ bản hoàn thành (Thuyết minh số 18),Nguyên giá: > Xây dựng cơ bản hoàn thành (Thuyết minh số 18),Xây dựng cơ bản hoàn thành (Thuyết minh số 18),1.652.564,448.845,2.101.409,1652564.0,448845.0,2101409.0
Tăng do mua công ty con,Nguyên giá: > Tăng do mua công ty con,Tăng do mua công ty con,524.660,-,524.660,524660.0,,524660.0
Phân loại từ tài sản cố định hữu hình (Thuyết minh số 14),Nguyên giá: > Phân loại từ tài sản cố định hữu hình (Thuyết minh số 14),Phân loại từ tài sản cố định hữu hình (Thuyết minh số 14),249.424,51.579,301.003,249424.0,51579.0,301003.0
Phân loại sang tài sản cố định hữu hình (Thuyết minh số 14),Nguyên giá: > Phân loại sang tài sản cố định hữu hình (Thuyết minh số 14),Phân loại sang tài sản cố định hữu hình (Thuyết minh số 14),(345.795),(27.145),(372.940),-345795.0,-27145.0,-372940.0
Thay đổi khác,Nguyên giá: > Thay đổi khác,Thay đổi khác,163.402,(412.683),(249.281),163402.0,-412683.0,-249281.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,36.616.482,6.936.484,43.552.966,36616482.0,6936484.0,43552966.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,
Đã khấu hao hết,Trong đó: > Đã khấu hao hết,Đã khấu hao hết,202.142,274.699,476.841,202142.0,274699.0,476841.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,
Số đầu năm,Giá trị khấu hao lũy kế: > Số đầu năm,Số đầu năm,4.189.113,2.333.136,6.522.249,4189113.0,2333136.0,6522249.0
Khấu hao trong năm,Giá trị khấu hao lũy kế: > Khấu hao trong năm,Khấu hao trong năm,971.685,607.997,1.579.682,971685.0,607997.0,1579682.0
Tăng do mua công ty con,Giá trị khấu hao lũy kế: > Tăng do mua công ty con,Tăng do mua công ty con,5.047,-,5.047,5047.0,,5047.0
Phân loại từ tài sản cố định hữu hình (Thuyết minh số 14),Giá trị khấu hao lũy kế: > Phân loại từ tài sản cố định hữu hình (Thuyết minh số 14),Phân loại từ tài sản cố định hữu hình (Thuyết minh số 14),42.773,30.924,73.697,42773.0,30924.0,73697.0
Phân loại sang tài sản cố định hữu hình (Thuyết minh số 14),Giá trị khấu hao lũy kế: > Phân loại sang tài sản cố định hữu hình (Thuyết minh số 14),Phân loại sang tài sản cố định hữu hình (Thuyết minh số 14),(41.953),(26.643),(68.596),-41953.0,-26643.0,-68596.0
Thay đổi khác,Giá trị khấu hao lũy kế: > Thay đổi khác,Thay đổi khác,262.051,45.578,307.629,262051.0,45578.0,307629.0
Số cuối năm,Giá trị khấu hao lũy kế: > Số cuối năm,Số cuối năm,5.428.716,2.990.992,8.419.708,5428716.0,2990992.0,8419708.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,30.183.114,4.542.752,34.725.866,30183114.0,4542752.0,34725866.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,31.187.766,3.945.492,35.133.258,31187766.0,3945492.0,35133258.0
