row_label_raw,row_label_full,Tên công ty > Công ty MV1 (Thuyết minh 19.1) > Công ty Cổ phần Kinh doanh Bất động sản MV Việt Nam > Công ty TNHH Kinh doanh Bất động sản MV2 Việt Nam,"Ngày 31 tháng 12 năm 2021 > Tỷ lệ sở hữu (%) > 19,83 > 19,82 > 10,00","Ngày 31 tháng 12 năm 2021 > Tỷ lệ biểu quyết (%) > 19,83 > 19,82 > 10,00",Ngày 31 tháng 12 năm 2021 > Giá gốc (triệu VND) > 2.392.849 > 2.179.637 > 950.395,Ngày 31 tháng 12 năm 2021 > Dự phòng (triệu VND) > -,Ngày 31 tháng 12 năm 2021 > Giá trị hợp lý (triệu VND) > (*),"Ngày 31 tháng 12 năm 2020 > Tỷ lệ sở hữu (%) > - > 19,82 > -","Ngày 31 tháng 12 năm 2020 > Tỷ lệ biểu quyết (%) > - > 19,82 > -",Ngày 31 tháng 12 năm 2020 > Giá gốc (triệu VND) > - > 2.179.637 > -,Ngày 31 tháng 12 năm 2020 > Dự phòng (triệu VND) > -,Ngày 31 tháng 12 năm 2020 > Giá trị hợp lý (triệu VND) > - > (*) > -,"numeric__Ngày 31 tháng 12 năm 2021 > Tỷ lệ sở hữu (%) > 19,83 > 19,82 > 10,00","numeric__Ngày 31 tháng 12 năm 2021 > Tỷ lệ biểu quyết (%) > 19,83 > 19,82 > 10,00",numeric__Ngày 31 tháng 12 năm 2021 > Giá gốc (triệu VND) > 2.392.849 > 2.179.637 > 950.395,numeric__Ngày 31 tháng 12 năm 2021 > Dự phòng (triệu VND) > -,numeric__Ngày 31 tháng 12 năm 2021 > Giá trị hợp lý (triệu VND) > (*),"numeric__Ngày 31 tháng 12 năm 2020 > Tỷ lệ sở hữu (%) > - > 19,82 > -","numeric__Ngày 31 tháng 12 năm 2020 > Tỷ lệ biểu quyết (%) > - > 19,82 > -",numeric__Ngày 31 tháng 12 năm 2020 > Giá gốc (triệu VND) > - > 2.179.637 > -,numeric__Ngày 31 tháng 12 năm 2020 > Dự phòng (triệu VND) > -,numeric__Ngày 31 tháng 12 năm 2020 > Giá trị hợp lý (triệu VND) > - > (*) > -
Công ty TNHH StoreDot,Công ty TNHH StoreDot,Công ty TNHH StoreDot,"3,88","3,88",937.469,-,(*),-,-,-,-,-,3.88,3.88,937469.0,,,,,,,
Công ty TNHH Đầu tư phát triển độ thị Ngọc Viễn Đông,Công ty TNHH Đầu tư phát triển độ thị Ngọc Viễn Đông,Công ty TNHH Đầu tư phát triển độ thị Ngọc Viễn Đông,"9,62","9,62",521.072,-,(*),"9,62","9,62",521.072,-,(*),9.62,9.62,521072.0,,,9.62,9.62,521072.0,,
Công ty Cổ phần Kinh doanh bất động sản S-Vin Việt Nam,Công ty Cổ phần Kinh doanh bất động sản S-Vin Việt Nam,Công ty Cổ phần Kinh doanh bất động sản S-Vin Việt Nam,"10,00","10,00",363.621,-,(*),"10,00","10,00",363.621,-,(*),10.0,10.0,363621.0,,,10.0,10.0,363621.0,,
Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc (“Công ty Du lịch Phú Quốc”),Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc (“Công ty Du lịch Phú Quốc”),Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc (“Công ty Du lịch Phú Quốc”),"4,50","4,50",351.000,-,(*),"5,00","5,00",390.000,-,(*),4.5,4.5,351000.0,,,5.0,5.0,390000.0,,
Tập đoàn Đệt may Việt Nam,Tập đoàn Đệt may Việt Nam,Tập đoàn Đệt may Việt Nam,"5,00","5,00",276.197,-,662.000,"10,00","10,00",552.395,(78.062),474.333,5.0,5.0,276197.0,,662000.0,10.0,10.0,552395.0,-78062.0,474333.0
Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,-,-,859.245,(45.470),(*),,,569.980,(45.470),(*),,,859245.0,-45470.0,,,,569980.0,-45470.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,8.831.485,(45.470),,,,4.576.705,(123.532),,,,8831485.0,-45470.0,,,,4576705.0,-123532.0,
