row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
80,80,80,Công ty Cổ phần Đầu tư Bảo Lai,Công ty Đầu tư Bảo Lai,"96,48","70,01","Số 166, Đường Phạm Văn Đồng, Phường Xuân Đình, Quận Bắc Từ Liêm, Hà Nội, Việt Nam",Khai thác khoáng sản,,,96.48,70.01,,
81,81,81,Công ty TNHH MTV Đá Trắng Bảo Lai,Công ty Đá Trắng Bảo Lai,"100,00","70,01","Thôn Hợp Nhất, Xã Thịnh Hưng, Huyện Yên Bình, Tĩnh Yên Bái, Việt Nam",Sản xuất các sản phẩm từ đá trắng,,,100.0,70.01,,
82,82,82,Công ty Cổ phần Đá cầm thạch Đức Thắng,Công ty Đốc Thắng,"100,00","70,31","Thôn Ngòi Kèn, Xã Liễu Đô, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,70.31,,
83,83,83,Công ty TNHH Đá Cẩm Thạch An Phú,Công ty An Phú,"100,00","70,01","Thôn Khau Ca, Xã An Phú, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Sản xuất các sản phẩm từ đá trắng,,,100.0,70.01,,
84,84,84,Công ty TNHH MTV Khai Thác Khoáng Sản Bảo Lai Lục Yên,Công ty Bảo Lai Lục Yên,"100,00","70,01","Thôn Ngòi Kèn, Xã Liễu Đô, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,70.01,,
85,85,85,Công ty Cổ phần Khoáng sản Phan Thanh,Công ty Phan Thanh,"100,00","70,23","Thôn Bản Ro, Xã Phan Thanh, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,70.23,,
86,86,86,Công ty TNHH MTV Vạn Khoa Lục Yên,Công ty Vạn Khoa Lục Yên,"100,00","70,94","Thôn Ngòi Kèn, Xã Liễu Đô, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,70.94,,
87,87,87,Công ty Cổ phần Đầu tư Vạn Khoa,Công ty Đầu tư Vạn Khoa,"100,00","70,94","Thôn Ngòi Kèn, Xã Liễu Đô, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,70.94,,
88,88,88,Công ty TNHH Kinh doanh và Thương mại Dịch vụ Vinpro,Công ty Vinpro,"100,00","100,00",Khu đỏ thị sinh thái Vinhomes Riverside (1),"Bán lẻ thiết bị nghe nhìn, máy tính, phần mềm và thiết bị viễn thông",,,100.0,100.0,,
89,89,89,Công ty Cổ phần Kinh doanh và Phát triển Sinh Thái,Công ty Kinh doanh Sinh Thái,"100,00","69,32","Tòa nhà Văn phòng Symphony, Đường Chu Huy Mân, Khu đỏ thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,69.32,,
90,90,90,Công ty Cổ phần VINDFS,Công ty VINDFS,"80,00","56,00","Ô CC-1 (Phân khu KT-A), Khu đỏ thị Biển An Viên, Phường Vĩnh Nguyên, Thành phố Nha Trang, tỉnh Khánh Hòa, Việt Nam",Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải hàng không,,,80.0,56.0,,
91,91,91,Công ty THNH Vingroup Myanmar,Công ty Vingroup Myanmar,"100,00","60,70","Hospital street, No. 4B Yankin Township, Yagon, Myanmar",Nghiên cứu và phát triển thị trường,,,100.0,60.7,,
