row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Đơn vị tính: triệu VND Số đầu năm > Giá gốc,Đơn vị tính: triệu VND Số đầu năm > Giá trị hợp lý,Đơn vị tính: triệu VND Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: triệu VND Số đầu năm > Giá gốc,numeric__Đơn vị tính: triệu VND Số đầu năm > Giá trị hợp lý,numeric__Đơn vị tính: triệu VND Số đầu năm > Dự phòng
Đối tác doanh nghiệp số 1,Đối tác doanh nghiệp số 1,Đối tác doanh nghiệp số 1,2.965.643,(**),-,-,-,-,2965643.0,,,,,
Đối tác doanh nghiệp số 2,Đối tác doanh nghiệp số 2,Đối tác doanh nghiệp số 2,1.457.625,(**),-,-,-,-,1457625.0,,,,,
Đối tác doanh nghiệp số 3,Đối tác doanh nghiệp số 3,Đối tác doanh nghiệp số 3,-,-,-,359.323,370.044,-,,,,359323.0,370044.0,
