row_label_raw,row_label_full,Tên công ty,Tỷ lệ lợi ích (%),Tỷ lệ lợi ích (%)_1,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,Hoạt động chính,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ lợi ích (%)_1,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1,numeric__Hoạt động chính
Tên công ty,Tên công ty,Tên công ty,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2020,Hoạt động chính,,,,,
"Công ty Cổ phần Giống vật nuôi Hà Nội (""Công ty Giống vật nuôi Hà Nội"")","Tên công ty > Công ty Cổ phần Giống vật nuôi Hà Nội (""Công ty Giống vật nuôi Hà Nội"")","Công ty Cổ phần Giống vật nuôi Hà Nội (""Công ty Giống vật nuôi Hà Nội"")","26,34","26,34","37,63","37,63",Chăn nuôi gia súc,26.34,26.34,37.63,37.63,
"Công ty TNHH Linh kiện nhựa ô tô VinFast – An Phát (""Công ty VinFast – An Phát"")","Tên công ty > Công ty TNHH Linh kiện nhựa ô tô VinFast – An Phát (""Công ty VinFast – An Phát"")","Công ty TNHH Linh kiện nhựa ô tô VinFast – An Phát (""Công ty VinFast – An Phát"")",(*),"25,76",(*),"50,00",Sản xuất linh kiện nhựa ô tô,,25.76,,50.0,
"Công ty Cổ phần In sách Việt Nam (""Công ty In sách Việt Nam"")","Tên công ty > Công ty Cổ phần In sách Việt Nam (""Công ty In sách Việt Nam"")","Công ty Cổ phần In sách Việt Nam (""Công ty In sách Việt Nam"")","18,13","18,13","27,76","27,76",In ấn,18.13,18.13,27.76,27.76,
"Công ty TNHH Sản xuất Pin Lithium VinFast (""Công ty Pin Lithium VinFast"")","Tên công ty > Công ty TNHH Sản xuất Pin Lithium VinFast (""Công ty Pin Lithium VinFast"")","Công ty TNHH Sản xuất Pin Lithium VinFast (""Công ty Pin Lithium VinFast"")","43,77","33,49","65,00","65,00",Sản xuất pin và ắc quy,43.77,33.49,65.0,65.0,
"Công ty TNHH Công nghệ Vin-ACE (""Công ty Công nghệ Vin-ACE"")","Tên công ty > Công ty TNHH Công nghệ Vin-ACE (""Công ty Công nghệ Vin-ACE"")","Công ty TNHH Công nghệ Vin-ACE (""Công ty Công nghệ Vin-ACE"")","26,94","24,81","40,00","40,00",Sản xuất linh kiện điện tử và thiết bị truyền thông,26.94,24.81,40.0,40.0,
"Công ty TNHH Kinh doanh Bất động sản MV1 Việt Nam (""Công ty MV1"")","Tên công ty > Công ty TNHH Kinh doanh Bất động sản MV1 Việt Nam (""Công ty MV1"")","Công ty TNHH Kinh doanh Bất động sản MV1 Việt Nam (""Công ty MV1"")",(**),"14,45",(**),"20,00","Đầu tư, xây dựng và kinh doanh bất động sản",,14.45,,20.0,
"Công ty TNHH Khai thác và Chế biến đá Tường Phú (""Công ty Tường Phú"")","Tên công ty > Công ty TNHH Khai thác và Chế biến đá Tường Phú (""Công ty Tường Phú"")","Công ty TNHH Khai thác và Chế biến đá Tường Phú (""Công ty Tường Phú"")","28,38","18,24","40,00","40,00",Khai thác khoáng sản,28.38,18.24,40.0,40.0,
