row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,267.010.195,257.327.072,,,267010195.0,257327072.0
210,210,210,I. Các khoản phải thu dài hạn,,598.956,7.379.649,,,598956.0,7379649.0
215,215,215,1. Phải thu về cho vay dài hạn,8.2,455.249,6.015.000,,82.0,455249.0,6015000.0
216,216,216,2. Phải thu dài hạn khác,9,143.707,1.364.649,,9.0,143707.0,1364649.0
220,220,220,II. Tài sản cố định,,130.695.959,127.184.486,,,130695959.0,127184486.0
221,221,221,1. Tài sản cố định hữu hình,14,106.067.440,104.192.670,,14.0,106067440.0,104192670.0
222,222,222,Nguyên giá,,132.703.787,123.079.058,,,132703787.0,123079058.0
223,223,223,Giá trị khấu hao lũy kế,,(26.636.347),(18.886.388),,,-26636347.0,-18886388.0
227,227,227,2. Tài sản cố định vô hình,15,24.628.519,22.991.816,,15.0,24628519.0,22991816.0
228,228,228,Nguyên giá,,31.311.619,26.013.000,,,31311619.0,26013000.0
229,229,229,Giá trị hao mòn lũy kế,,(6.683.100),(3.021.184),,,-6683100.0,-3021184.0
230,230,230,III. Bất động sản đầu tư,16,35.133.258,34.725.866,,16.0,35133258.0,34725866.0
231,231,231,1. Nguyên giá,,43.552.966,41.248.115,,,43552966.0,41248115.0
232,232,232,2. Giá trị khấu hao lũy kế,,(8.419.708),(6.522.249),,,-8419708.0,-6522249.0
240,240,240,IV. Tài sản dở dang dài hạn,,83.325.334,67.921.619,,,83325334.0,67921619.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,18,83.325.334,67.921.619,,18.0,83325334.0,67921619.0
250,250,250,V. Đầu tư tài chính dài hạn,,9.230.804,7.491.761,,,9230804.0,7491761.0
252,252,252,"1. Đầu tư vào công ty liên kết, liên doanh",19.1,293.494,2.803.393,,191.0,293494.0,2803393.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,19.2,8.831.485,4.576.705,,192.0,8831485.0,4576705.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,19.2,(45.470),(123.532),,192.0,-45470.0,-123532.0
255,255,255,4. Đầu tư nấm giữ đến ngày đáo hạn,6.3,151.295,235.195,,63.0,151295.0,235195.0
260,260,260,VI. Tài sản dài hạn khác,,8.025.884,12.623.691,,,8025884.0,12623691.0
261,261,261,1. Chỉ phí trả trước dài hạn,12,5.714.976,8.342.477,,12.0,5714976.0,8342477.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,36.3,867.364,1.545.853,,363.0,867364.0,1545853.0
268,268,268,3. Tài sản dài hạn khác,13,299.089,1.032.337,,13.0,299089.0,1032337.0
269,269,269,4. Lợi thế thương mại,20,1.144.455,1.703.024,,20.0,1144455.0,1703024.0
270,270,270,TỔNG CỘNG TÀI SẢN,,428.384.465,423.340.877,,,428384465.0,423340877.0
