row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,3.146.451,13.942.555,3146451.0,13942555.0
Thuế TNDN tính theo thuế suất 20%,Thuế TNDN tính theo thuế suất 20%,Thuế TNDN tính theo thuế suất 20%,629.290,2.788.511,629290.0,2788511.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Lỗ cửa các công ty con,Các khoản điều chỉnh: > Lỗ cửa các công ty con,Lỗ cửa các công ty con,6.021.762,4.906.468,6021762.0,4906468.0
Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từcác giao dịch chuyển nhượng vốn,Các khoản điều chỉnh: > Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từcác giao dịch chuyển nhượng vốn,Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từcác giao dịch chuyển nhượng vốn,2.121.333,154.133,2121333.0,154133.0
Chi phí lãi vay không được khấu trừ,Các khoản điều chỉnh: > Chi phí lãi vay không được khấu trừ,Chi phí lãi vay không được khấu trừ,1.825.620,1.875.188,1825620.0,1875188.0
Điều chỉnh dự phòng hợp đồng có rủi ro lớn và bồithường hợp đồng thương mại,Các khoản điều chỉnh: > Điều chỉnh dự phòng hợp đồng có rủi ro lớn và bồithường hợp đồng thương mại,Điều chỉnh dự phòng hợp đồng có rủi ro lớn và bồithường hợp đồng thương mại,1.479.884,-,1479884.0,
Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhấtphát sinh từ giao dịch mua nhóm tài sản và hợpnhất kinh doanh,Các khoản điều chỉnh: > Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhấtphát sinh từ giao dịch mua nhóm tài sản và hợpnhất kinh doanh,Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhấtphát sinh từ giao dịch mua nhóm tài sản và hợpnhất kinh doanh,518.302,538.559,518302.0,538559.0
Lỗ từ các hoạt động kinh doanh không được bù trừ,Các khoản điều chỉnh: > Lỗ từ các hoạt động kinh doanh không được bù trừ,Lỗ từ các hoạt động kinh doanh không được bù trừ,95.465,-,95465.0,
Lợi thế thương mại phân bổ trên báo cáo tài chínhhợp nhất,Các khoản điều chỉnh: > Lợi thế thương mại phân bổ trên báo cáo tài chínhhợp nhất,Lợi thế thương mại phân bổ trên báo cáo tài chínhhợp nhất,118.599,140.915,118599.0,140915.0
Các khoản khác,Các khoản điều chỉnh: > Các khoản khác,Các khoản khác,1.197.160,707.233,1197160.0,707233.0
Hoàn nhập dự phòng đầu tư vào công ty con,Các khoản điều chỉnh: > Hoàn nhập dự phòng đầu tư vào công ty con,Hoàn nhập dự phòng đầu tư vào công ty con,(2.900.713),(1.363.586),-2900713.0,-1363586.0
Điều chỉnh lãi vay không được trừ của các nămtrước vào năm nay,Các khoản điều chỉnh: > Điều chỉnh lãi vay không được trừ của các nămtrước vào năm nay,Điều chỉnh lãi vay không được trừ của các nămtrước vào năm nay,(340.485),(208.815),-340485.0,-208815.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(61.602),(141.624),-61602.0,-141624.0
Chi phí thuế TNDN ước tính,Các khoản điều chỉnh: > Chi phí thuế TNDN ước tính,Chi phí thuế TNDN ước tính,10.704.615,9.396.982,10704615.0,9396982.0
