row_label_raw,row_label_full,col_0,Số lượng,Số lượng_1,numeric__Số lượng,numeric__Số lượng_1
,,,Số cuối năm,Số đầu năm,,
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,3.867.553.257,3.444.769.056,3867553257.0,3444769056.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,3.867.553.257,3.444.769.056,3867553257.0,3444769056.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,3.805.214.791,3.382.430.590,3805214791.0,3382430590.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,62.338.466,62.338.466,62338466.0,62338466.0
Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,3.763.907.775,3.293.998.576,3763907775.0,3293998576.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,3.701.569.309,3.231.660.110,3701569309.0,3231660110.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,62.338.466,62.338.466,62338466.0,62338466.0
Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),103.645.482,150.770.480,103645482.0,150770480.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,103.645.482,150.770.480,103645482.0,150770480.0
