row_label_raw,row_label_full,Ông Nguyễn Việt Quang,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Bà Mai Hương Nội,Bà Mai Hương Nội,Bà Mai Hương Nội,Phó Tổng Giám đốc,,,
Ông Phạm Văn Khương,Ông Phạm Văn Khương,Ông Phạm Văn Khương,Phó Tổng Giám đốc,,,
Bà Dương Thị Hoàn,Bà Dương Thị Hoàn,Bà Dương Thị Hoàn,Phó Tổng Giám đốc,,,
Bà Nguyễn Thị Dịu,Bà Nguyễn Thị Dịu,Bà Nguyễn Thị Dịu,Phó Tổng Giám đốc,miễn nhiệm ngày 29 tháng 3 năm 2021,,
