row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,159.571.866,136.365.315,,,159571866.0,136365315.0
410,410,410,I. Vốn chủ sở hữu,29,159.571.866,136.365.315,,29.0,159571866.0,136365315.0
411,411,411,1. Vốn cổ phần đã phát hành,,38.675.533,34.447.691,,,38675533.0,34447691.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,38.052.148,33.824.306,,,38052148.0,33824306.0
411b,411b,411b,- Cổ phiếu ưu đãi,,623.385,623.385,,,623385.0,623385.0
412,412,412,2. Thặng dư vốn cổ phần,,40.063.173,35.411.957,,,40063173.0,35411957.0
414,414,414,3. Vốn khác của chủ sở hữu,,18.481.872,7.235.206,,,18481872.0,7235206.0
415,415,415,4. Cổ phiếu quỹ,,(1.344.123),(2.284.059),,,-1344123.0,-2284059.0
417,417,417,5. Chênh lệch tỷ giá hối đoái,,(198.406),(42.408),,,-198406.0,-42408.0
420,420,420,6. Quỹ khác thuộc vốn chủ sở hữu,,77.845,67.845,,,77845.0,67845.0
421,421,421,7. Lợi nhuận sau thuế chưa phân phối,,4.718.123,4.359.645,,,4718123.0,4359645.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,4.350.965,3.107.392,,,4350965.0,3107392.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,367.158,1.252.253,,,367158.0,1252253.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,59.097.849,57.169.438,,,59097849.0,57169438.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,428.384.465,423.340.877,,,428384465.0,423340877.0
