row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,268.812.599,286.975.562,,,268812599.0,286975562.0
310,310,310,I. Nợ ngắn hạn,,146.445.324,169.222.607,,,146445324.0,169222607.0
311,311,311,1. Phải trả người bán ngắn hạn,21.1,19.648.464,18.511.262,,211.0,19648464.0,18511262.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21.2,21.680.341,37.277.334,,212.0,21680341.0,37277334.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,22,5.657.022,7.805.236,,22.0,5657022.0,7805236.0
314,314,314,4. Phải trả người lao động,,1.318.795,938.186,,,1318795.0,938186.0
315,315,315,5. Chi phí phải trả ngắn hạn,23,26.282.817,24.674.957,,23.0,26282817.0,24674957.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,3.187.424,4.950.452,,24.0,3187424.0,4950452.0
319,319,319,7. Phải trả ngắn hạn khác,25,40.561.593,43.450.189,,25.0,40561593.0,43450189.0
320,320,320,8. Vay và nợ ngắn hạn,26,20.036.906,25.971.982,,26.0,20036906.0,25971982.0
321,321,321,9. Dự phòng phải trả ngắn hạn,28,8.071.962,5.643.009,,28.0,8071962.0,5643009.0
330,330,330,II. Nợ dài hạn,,122.367.275,117.752.955,,,122367275.0,117752955.0
333,333,333,1. Chi phí phải trả dài hạn,23,1.657.979,1.107.530,,23.0,1657979.0,1107530.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,24,4.348.409,5.320.738,,24.0,4348409.0,5320738.0
337,337,337,3. Phải trả dài hạn khác,25,1.650.171,6.257.218,,25.0,1650171.0,6257218.0
338,338,338,4. Vay và nợ dài hạn,26,102.011.250,98.309.224,,26.0,102011250.0,98309224.0
339,339,339,5. Trái phiếu hoán đổi,27,9.488.495,5.505.646,,27.0,9488495.0,5505646.0
341,341,341,6. Thuế thu nhập hoán lại phải trả,36.3,1.033.936,876.286,,363.0,1033936.0,876286.0
342,342,342,7. Dự phòng phải trả dài hạn,28,2.177.035,376.313,,28.0,2177035.0,376313.0
