row_label_raw,row_label_full,Bên cho vay/thu xếp tín dụng > Ngân hàng TMCP Ngoại thương Việt NamTrong đó: vay dài hạn đến hạn trả > Ngân hàng TMCP Đầu tư và Phát triển Việt NamTrong đó: vay dài hạn đến hạn trả > Ngân hàng TMCP Kỹ thương Việt NamNgân hàng TMCP Quân ĐộiTrong đó: vay dài hạn đến hạn trả > Ngân hàng TMCP Công thương Việt NamTrong đó: vay dài hạn đến hạn trả > Một số đối tác doanh nghiệpCác bên thu xếp tín dụng của khoản vay hợp vốn 1Trong đó: vay dài hạn đến hạn trả > Các bên thu xếp tín dụng của khoản vay hợp vốn 2Trong đó: vay dài hạn đến hạn trả > Các bên thu xếp tín dụng của khoản vay hợp vốn 3Trong đó: vay dài hạn đến hạn trả > Các bên thu xếp tín dụng của khoản vay hợp vốn 4Trong đó: vay dài hạn đến hạn trả > Các bên thu xếp tín dụng của khoản vay hợp vốn 5Các bên thu xếp tín dụng của khoản vay hợp vốn 6Các bên thu xếp tín dụng của khoản vay hợp vốn 7,Số cuối năm > Nguyên tệ > VND > USD > VND > USD,Số cuối năm > Triệu VND > 391.600 > 100.000 > 844.220 > 88.160 > 1.400.000 > 127.959 > 90.259 > 65.408 > 39.857 > 7.716.000 > 16.236.557 > 2.126.222 > 6.376.819 > 1.843.840 > 6.470.765 > 1.079.032 > 5.688.244 > 935.674 > 8.059.805 > 6.539.202 > 2.193.298,Ngày đảo hạn > Từ tháng 10 năm 2022 đến tháng 10 năm 2025 > Từ tháng 1 năm 2022 đến tháng 12 năm 2024 > Từ tháng 3 năm 2023 đến tháng 8 năm 2023 > Từ tháng 12 năm 2022 đến tháng 4 năm 2023 > Từ tháng 3 năm 2022 đến tháng 6 năm 2022 > Từ tháng 2 năm 2023 đến tháng 6 năm 2023 > Từ tháng 3 năm 2022 đến tháng 9 năm 2030 > Từ tháng 4 năm 2022 đến tháng 4 năm 2023 > Từ tháng 5 năm 2022 đến tháng 11 năm 2024 > Từ tháng 2 năm 2023 đến tháng 2 năm 2026 > Từ tháng 12 năm 2023 đến tháng 12 năm 2026,Tài sản đảm bảo > (ii) > (i) > (ii),numeric__Số cuối năm > Nguyên tệ > VND > USD > VND > USD,numeric__Số cuối năm > Triệu VND > 391.600 > 100.000 > 844.220 > 88.160 > 1.400.000 > 127.959 > 90.259 > 65.408 > 39.857 > 7.716.000 > 16.236.557 > 2.126.222 > 6.376.819 > 1.843.840 > 6.470.765 > 1.079.032 > 5.688.244 > 935.674 > 8.059.805 > 6.539.202 > 2.193.298,numeric__Ngày đảo hạn > Từ tháng 10 năm 2022 đến tháng 10 năm 2025 > Từ tháng 1 năm 2022 đến tháng 12 năm 2024 > Từ tháng 3 năm 2023 đến tháng 8 năm 2023 > Từ tháng 12 năm 2022 đến tháng 4 năm 2023 > Từ tháng 3 năm 2022 đến tháng 6 năm 2022 > Từ tháng 2 năm 2023 đến tháng 6 năm 2023 > Từ tháng 3 năm 2022 đến tháng 9 năm 2030 > Từ tháng 4 năm 2022 đến tháng 4 năm 2023 > Từ tháng 5 năm 2022 đến tháng 11 năm 2024 > Từ tháng 2 năm 2023 đến tháng 2 năm 2026 > Từ tháng 12 năm 2023 đến tháng 12 năm 2026,numeric__Tài sản đảm bảo > (ii) > (i) > (ii)
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,62.149.734,,,,62149734.0,,
Trong đó:Vay dài hạn,Trong đó:Vay dài hạn,Trong đó:Vay dài hạn,,55.781.282,,,,55781282.0,,
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,,6.368.452,,,,6368452.0,,
