row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và phải thu từ cho vay","Ngắn hạn > Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và phải thu từ cho vay","Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và phải thu từ cho vay",5.442.647,3.201.442,5442647.0,3201442.0
Phải thu từ đặt cọc cho mục đích đầu tư,Ngắn hạn > Phải thu từ đặt cọc cho mục đích đầu tư,Phải thu từ đặt cọc cho mục đích đầu tư,2.716.350,-,2716350.0,
Phải thu hợp đồng xây dựng chuyển giao (i),Ngắn hạn > Phải thu hợp đồng xây dựng chuyển giao (i),Phải thu hợp đồng xây dựng chuyển giao (i),2.624.279,615.740,2624279.0,615740.0
Phải thu từ việc chi hộ,Ngắn hạn > Phải thu từ việc chi hộ,Phải thu từ việc chi hộ,1.610.462,261.243,1610462.0,261243.0
"Đặt cọc, ký quỹ cho mục đích phát triển dự án","Ngắn hạn > Đặt cọc, ký quỹ cho mục đích phát triển dự án","Đặt cọc, ký quỹ cho mục đích phát triển dự án",992.972,1.024.417,992972.0,1024417.0
Tạm ứng tiền giải phóng mặt bằng,Ngắn hạn > Tạm ứng tiền giải phóng mặt bằng,Tạm ứng tiền giải phóng mặt bằng,697.593,1.937.081,697593.0,1937081.0
Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 37),Ngắn hạn > Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 37),Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 37),104.610,4.073.549,104610.0,4073549.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,2.462.140,1.675.552,2462140.0,1675552.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,16.651.053,12.789.024,16651053.0,12789024.0
Dự phòng phải thu ngắn hạn khác khó đòi,Ngắn hạn > Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,(161.018),(159.471),-161018.0,-159471.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Đặt cọc thực hiện hợp đồng hợp tác kinh doanh,Dài hạn > Đặt cọc thực hiện hợp đồng hợp tác kinh doanh,Đặt cọc thực hiện hợp đồng hợp tác kinh doanh,73.367,73.367,73367.0,73367.0
Lãi phải thu từ cho vay,Dài hạn > Lãi phải thu từ cho vay,Lãi phải thu từ cho vay,412,1.230.646,412.0,1230646.0
Phải thu khác,Dài hạn > Phải thu khác,Phải thu khác,69.928,60.636,69928.0,60636.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,143.707,1.364.649,143707.0,1364649.0
