row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Doanh thu chưa thực hiện từ dịch vụ giáo dục,Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ giáo dục,Doanh thu chưa thực hiện từ dịch vụ giáo dục,1.675.204,1.453.737,1675204.0,1453737.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn","Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn","Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn",896.437,1.156.365,896437.0,1156365.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ",450.627,490.202,450627.0,490202.0
Doanh thu chưa thực hiện từ dịch vụ khác,Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,165.156,1.850.148,165156.0,1850148.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,3.187.424,4.950.452,3187424.0,4950452.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn","Dài hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn","Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn",2.836.386,3.701.397,2836386.0,3701397.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Dài hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ",1.013.423,1.260.367,1013423.0,1260367.0
Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Dài hạn > Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,200.826,152.741,200826.0,152741.0
Doanh thu chưa thực hiện từ dịch vụ khác,Dài hạn > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,297.774,206.233,297774.0,206233.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,4.348.409,5.320.738,4348409.0,5320738.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chưa thực hiện với các bên liên quan (Thuyết minh số 37),Trong đó: > Doanh thu chưa thực hiện với các bên liên quan (Thuyết minh số 37),Doanh thu chưa thực hiện với các bên liên quan (Thuyết minh số 37),-,1.735.404,,1735404.0
Doanh thu chưa thực hiện với các bên khác,Trong đó: > Doanh thu chưa thực hiện với các bên khác,Doanh thu chưa thực hiện với các bên khác,7.535.833,8.535.786,7535833.0,8535786.0
