row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Đơn vị tính: triệu VND Số đầu năm > Giá gốc,Đơn vị tính: triệu VND Số đầu năm > Giá trị hợp lý,Đơn vị tính: triệu VND Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: triệu VND Số đầu năm > Giá gốc,numeric__Đơn vị tính: triệu VND Số đầu năm > Giá trị hợp lý,numeric__Đơn vị tính: triệu VND Số đầu năm > Dự phòng
Cổ phần (i),Cổ phần (i),Cổ phần (i),-,-,-,5.538.327,(*),-,,,,5538327.0,,
Trái phiếu (ii),Trái phiếu (ii),Trái phiếu (ii),4.909.495,(**),-,359.323,370.044,-,4909495.0,,,359323.0,370044.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.909.495,(**),-,5.897.650,(*),-,4909495.0,,,5897650.0,,
