row_label_raw,row_label_full,col_0,col_1,31/12/2021,01/01/2021,numeric__col_1,numeric__31/12/2021,numeric__01/01/2021
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),"Chi phí sửa chữa, bảo trì TSCĐ",77.343.330,496.789.289,,77343330.0,496789289.0
a),a) > a),a),Công cụ dụng cụ xuất dùng,1.800.793.334,3.778.719.074,,1800793334.0,3778719074.0
a),a) > a),a),Các khoản khác,3.864.214.850,1.268.896.255,,3864214850.0,1268896255.0
a),a) > a),a),,5.742.351.514,5.544.404.618,,5742351514.0,5544404618.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),"Hoa hồng môi giới, chi phí bán hàng",10.379.066.221,11.444.075.918,,10379066221.0,11444075918.0
b),b) > b),b),Chi phí thuê đất (*),22.308.546.588,1.216.814.962,,22308546588.0,1216814962.0
b),b) > b),b),Công cụ dụng cụ xuất dùng,1.849.890.392,5.081.659.209,,1849890392.0,5081659209.0
b),b) > b),b),Các khoản khác,4.829.450.985,4.023.047.113,,4829450985.0,4023047113.0
,,,,39.366.954.186,21.765.597.202,,39366954186.0,21765597202.0
