row_label_raw,row_label_full,col_0,col_1,01/01/2021 > Giá trị,01/01/2021 > Số có khả năngtrà nợ,01/01/2021 > Tăng,Trong năm > Giảm,Trong năm > Tăng từ hợpnhất kinh doanh,31/12/2021 > Giá trị,31/12/2021 > Số có khả năngtrà nợ,numeric__col_1,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Số có khả năngtrà nợ,numeric__01/01/2021 > Tăng,numeric__Trong năm > Giảm,numeric__Trong năm > Tăng từ hợpnhất kinh doanh,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Số có khả năngtrà nợ
,,,,VND,VND,VND,VND,VND,VND,VND,,,,,,,,
a),a),a),Vay ngắn hạn,316.691.492.350,316.691.492.350,1.954.149.090.801,1.230.087.652.179,-,1.040.752.930.972,1.040.752.930.972,,316691492350.0,316691492350.0,1954149090801.0,1230087652179.0,,1040752930972.0,1040752930972.0
a),a),a),- Vay ngân hàng,,,,,,,,,,,,,,,
a),a) > a),a),+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (1),125.680.976.272,125.680.976.272,337.023.497.248,214.711.019.087,-,247.993.454.433,247.993.454.433,,125680976272.0,125680976272.0,337023497248.0,214711019087.0,,247993454433.0,247993454433.0
a),a) > a),a),+ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn (2),33.778.000.568,33.778.000.568,97.748.024.553,73.848.070.795,-,57.677.954.326,57.677.954.326,,33778000568.0,33778000568.0,97748024553.0,73848070795.0,,57677954326.0,57677954326.0
a),a) > a),a),+ Ngân hàng TNHH United Overseas (UOB),35.323.892.219,35.323.892.219,17.789.875.680,53.113.767.899,-,-,-,,35323892219.0,35323892219.0,17789875680.0,53113767899.0,,,
a),a) > a),a),+ Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,8.899.525.850,8.899.525.850,-,8.899.525.850,-,-,-,,8899525850.0,8899525850.0,,8899525850.0,,,
a),a) > a),a),+ Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh (3),44.355.251.469,44.355.251.469,79.591.243.618,89.566.495.087,-,34.380.000.000,34.380.000.000,,44355251469.0,44355251469.0,79591243618.0,89566495087.0,,34380000000.0,34380000000.0
a),a) > a),a),+ Ngân hàng Thương mại Cổ phần Tiên Phong,8.634.615.084,8.634.615.084,-,8.634.615.084,-,-,-,,8634615084.0,8634615084.0,,8634615084.0,,,
a),a) > a),a),+ Công ty Cổ phần Đầu tư Infinity (4),52.800.000.000,52.800.000.000,56.385.000.000,-,-,109.185.000.000,109.185.000.000,,52800000000.0,52800000000.0,56385000000.0,,,109185000000.0,109185000000.0
a),a) > a),a),+ Công ty Cổ phần Chứng khoán Quốc Gia (5),-,-,125.147.586.851,122.031.104.613,-,3.116.482.238,3.116.482.238,,,,125147586851.0,122031104613.0,,3116482238.0,3116482238.0
a),a) > a),a),+ Công ty Cổ phần Chứng khoán Thành Công (6),-,-,143.129.212.685,98.311.339.385,-,44.817.873.300,44.817.873.300,,,,143129212685.0,98311339385.0,,44817873300.0,44817873300.0
a),a),a),- Vay cá nhân,,,,,,,,,,,,,,,
a),a) > a),a),+ Ông Dương Thành Trung,4.719.230.888,4.719.230.888,3.483.491,4.722.714.379,-,-,-,,4719230888.0,4719230888.0,3483491.0,4722714379.0,,,
a),a) > a),a),+ Bà Hà Thị Liên,-,-,235.000.000.000,235.000.000.000,-,-,-,,,,235000000000.0,235000000000.0,,,
a),a) > a),a),+ Ông Trần Việt Anh,-,-,20.000.000.000,20.000.000.000,-,-,-,,,,20000000000.0,20000000000.0,,,
a),a) > a),a),+ Ông Trần Văn Hải,-,-,190.000.000.00040,190.000.000.000,-,-,-,,,,19000000000040.0,190000000000.0,,,
