row_label_raw,row_label_full,Năm 2021,Năm 2020,numeric__Năm 2020
VND,VND,VND,VND,
7.624.293.654,VND > 7.624.293.654,7.624.293.654,13.734.727.359,13734727359.0
63.974.034.061,VND > 63.974.034.061,63.974.034.061,4.907.766.316,4907766316.0
243.826.940.894,VND > 243.826.940.894,243.826.940.894,50.630.539.504,50630539504.0
11.905.070.800,VND > 11.905.070.800,11.905.070.800,28.051.676.470,28051676470.0
22.010.817.437,VND > 22.010.817.437,22.010.817.437,7.064.800.660,7064800660.0
-,VND > -,-,1.094.357.437,1094357437.0
13.012.728.734,VND > 13.012.728.734,13.012.728.734,57.800.000.000,57800000000.0
64.512.411,64.512.411,64.512.411,-,
362.418.397.991,64.512.411 > 362.418.397.991,362.418.397.991,163.283.867.746,163283867746.0
159.798.138,64.512.411 > 159.798.138,159.798.138,20.744.712.500,20744712500.0
