row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Khác,Cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Khác,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,43.484.939.916,5.190.090.433,697.830.000,49.372.860.349,43484939916.0,5190090433.0,697830000.0,49372860349.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,43.484.939.916,5.190.090.433,697.830.000,49.372.860.349,43484939916.0,5190090433.0,697830000.0,49372860349.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,10.677.630.607,3.615.573.733,697.830.000,14.991.034.340,10677630607.0,3615573733.0,697830000.0,14991034340.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,1.160.844.984,410.157.177,-,1.571.002.161,1160844984.0,410157177.0,,1571002161.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,11.838.475.591,4.025.730.910,697.830.000,16.562.036.501,11838475591.0,4025730910.0,697830000.0,16562036501.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,32.807.309.309,1.574.516.700,-,34.381.826.009,32807309309.0,1574516700.0,,34381826009.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,31.646.464.325,1.164.359.523,-,32.810.823.848,31646464325.0,1164359523.0,,32810823848.0
