row_label_raw,row_label_full,Năm 2021,Năm 2020,numeric__Năm 2020
VND,VND,VND,VND,
43.777.497.241,VND > 43.777.497.241,43.777.497.241,28.129.019.732,28129019732.0
8.033.674.278,VND > 8.033.674.278,8.033.674.278,132.638.178,132638178.0
14.498.405.561,VND > 14.498.405.561,14.498.405.561,62.242.501.605,62242501605.0
7.469.526.000,VND > 7.469.526.000,7.469.526.000,28.085.982.500,28085982500.0
8.712.237.529,VND > 8.712.237.529,8.712.237.529,6.856.976.495,6856976495.0
257.541.295,257.541.295,257.541.295,-,
(10.863.776.593),257.541.295 > (10.863.776.593),(10.863.776.593),(156.116.826.200),-156116826200.0
7.759.763.603,7.759.763.603,7.759.763.603,-,
2.758.838.400,7.759.763.603 > 2.758.838.400,2.758.838.400,315.884.501,315884501.0
82.403.707.314,7.759.763.603 > 82.403.707.314,82.403.707.314,(30.353.823.189),-30353823189.0
10.827.967.123,7.759.763.603 > 10.827.967.123,10.827.967.123,10.832.569.863,10832569863.0
