row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2021VND,01/01/2021VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2021VND,numeric__01/01/2021VND
300,300,300,C. NỘ PHẢI TRẢ,,2.947.792.015.788,2.201.198.342.100,,,2947792015788.0,2201198342100.0
310,310,310,I. Nợ ngắn hạn,,2.167.544.192.892,1.844.324.895.529,,,2167544192892.0,1844324895529.0
311,311,311,1. Phải trả người bán ngắn hạn,19,243.956.580.746,277.065.916.169,,19.0,243956580746.0,277065916169.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,22.408.827.331,24.693.537.772,,20.0,22408827331.0,24693537772.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,31.756.866.328,17.543.602.631,,21.0,31756866328.0,17543602631.0
314,314,314,4. Phải trả người lao động,,13.029.723.920,16.851.146.160,,,13029723920.0,16851146160.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,60.830.111.045,48.191.188.801,,22.0,60830111045.0,48191188801.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,23,2.372.423.187,2.206.406.925,,23.0,2372423187.0,2206406925.0
319,319,319,7. Phải trả ngắn hạn khác,24,743.994.594.371,1.135.165.405.975,,24.0,743994594371.0,1135165405975.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,18,1.040.752.930.972,316.691.492.350,,18.0,1040752930972.0,316691492350.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,8.442.134.992,5.916.198.746,,,8442134992.0,5916198746.0
330,330,330,II. Nợ dài hạn,,780.247.822.896,356.873.446.571,,,780247822896.0,356873446571.0
331,331,331,1. Phải trả người bán dài hạn,19,231.899.250,231.899.250,,19.0,231899250.0,231899250.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,23,74.555.851.388,3.573.679.229,,23.0,74555851388.0,3573679229.0
337,337,337,3. Phải trả dài hạn khác,24,105.247.163.327,11.003.404.118,,24.0,105247163327.0,11003404118.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,18,563.414.309.509,312.360.946.963,,18.0,563414309509.0,312360946963.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,37,36.798.599.422,29.703.517.011,,37.0,36798599422.0,29703517011.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.596.504.522.998,3.467.698.390.861,,,4596504522998.0,3467698390861.0
410,410,410,I. Vốn chủ sở hữu,25,4.596.504.522.998,3.467.698.390.861,,25.0,4596504522998.0,3467698390861.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,3.499.971.900.000,2.565.045.400.000,,,3499971900000.0,2565045400000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.499.971.900.000,2.565.045.400.000,,,3499971900000.0,2565045400000.0
412,412,412,2. Thặng dư vốn cổ phần,,(374.324.139),-,,,-374324139.0,
414,414,414,3. Vốn khác của chủ sở hữu,,40.802.559.483,32.488.339.483,,,40802559483.0,32488339483.0
418,418,418,4. Quỹ đầu tư phát triển,,12.021.402.005,12.041.450.205,,,12021402005.0,12041450205.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,392.213.804.027,226.036.687.331,,,392213804027.0,226036687331.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,213.709.662.880,72.158.392.548,,,213709662880.0,72158392548.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,178.504.141.147,153.878.294.783,,,178504141147.0,153878294783.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,,651.869.181.622,632.086.513.842,,,651869181622.0,632086513842.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,7.544.296.538.786,5.668.896.732.961,,,7544296538786.0,5668896732961.0
