row_label_raw,row_label_full,col_0,col_1,31/12/2021 > Giá trị,31/12/2021 > Số có khả năng trả nợ,01/01/2021 > Giá trị,01/01/2021 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Số có khả năng trả nợ,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,,,,,
a),a),a),Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,,,,,
a),a) > a),a),- Metrod (OFHC) SDN BHD,10.979.979.896,10.979.979.896,-,-,,10979979896.0,10979979896.0,,
a),a) > a),a),"- Bourage Pte., Ltd",12.734.207.025,12.734.207.025,-,-,,12734207025.0,12734207025.0,,
a),a) > a),a),"- Mitsui & Co., Ltd",-,-,5.087.162.148,5.087.162.148,,,,5087162148.0,5087162148.0
a),a) > a),a),"- Sei Thai Electric Conductor Co.,Ltd.",31.009.843.200,31.009.843.200,37.323.140.869,37.323.140.869,,31009843200.0,31009843200.0,37323140869.0,37323140869.0
a),a) > a),a),"- Corning Incorpotaed, NY, USA",6.690.606.811,6.690.606.811,13.376.085.559,13.376.085.559,,6690606811.0,6690606811.0,13376085559.0,13376085559.0
a),a) > a),a),- Công ty TNHH MTV Thông tin M3,40.667.979.059,40.667.979.059,69.117.184.400,69.117.184.400,,40667979059.0,40667979059.0,69117184400.0,69117184400.0
a),a) > a),a),- Phải trả các đối tượng khác,142.105.864.005,142.105.864.005,152.394.242.443,152.394.242.443,,142105864005.0,142105864005.0,152394242443.0,152394242443.0
a),a) > a),a),,244.188.479.996,244.188.479.996,277.297.815.419,277.297.815.419,,244188479996.0,244188479996.0,277297815419.0,277297815419.0
b),b),b),Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,,,,,
b),b) > b),b),- Phải trả người bán ngắn hạn,243.956.580.746,243.956.580.746,277.065.916.169,277.065.916.169,,243956580746.0,243956580746.0,277065916169.0,277065916169.0
b),b) > b),b),- Phải trả người bán dài hạn,231.899.250,231.899.250,231.899.250,231.899.250,,231899250.0,231899250.0,231899250.0,231899250.0
b),b) > b),b),,244.188.479.996,244.188.479.996,277.297.815.419,277.297.815.419,,244188479996.0,244188479996.0,277297815419.0,277297815419.0
