row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2021,Năm 2020,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27,1.907.465.386.694,1.925.640.203.956,,27.0,1907465386694.0,1925640203956.0
02,02,02,2. Các khoản giảm trừ doanh thu,28,18.768.848.687,6.371.245.286,,28.0,18768848687.0,6371245286.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.888.696.538.007,1.919.268.958.670,,,1888696538007.0,1919268958670.0
11,11,11,4. Giá vốn hàng bán,29,1.807.940.691.502,1.781.139.088.428,,29.0,1807940691502.0,1781139088428.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,80.755.846.505,138.129.870.242,,,80755846505.0,138129870242.0
21,21,21,6. Doanh thu hoạt động tài chính,30,362.418.397.991,163.283.867.746,,30.0,362418397991.0,163283867746.0
22,22,22,7. Chi phí tài chính,31,82.403.707.314,(30.353.823.189),,31.0,82403707314.0,-30353823189.0
23,23,23,Trong đó: Chi phí lãi vay,,43.777.497.241,28.129.019.732,,,43777497241.0,28129019732.0
24,24,24,8. Phẩn lãi hoặc lỗ trong công ty liên kết,,(30.454.204.651),(84.863.786.386),,,-30454204651.0,-84863786386.0
25,25,25,9. Chi phí bán hàng,32,35.277.163.426,34.001.500.102,,32.0,35277163426.0,34001500102.0
26,26,26,10. Chi phí quản lý doanh nghiệp,33,91.451.146.132,89.330.532.935,,33.0,91451146132.0,89330532935.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,203.588.022.973,123.571.741.754,,,203588022973.0,123571741754.0
31,31,31,12. Thu nhập khác,34,6.617.072.491,3.008.483.901,,34.0,6617072491.0,3008483901.0
32,32,32,13. Chi phí khác,35,2.830.587.591,1.160.416.263,,35.0,2830587591.0,1160416263.0
40,40,40,14. Lợi nhuận khác,,3.786.484.900,1.848.067.638,,,3786484900.0,1848067638.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,207.374.507.873,125.419.809.392,,,207374507873.0,125419809392.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,36,40.357.476.425,19.778.950.386,,36.0,40357476425.0,19778950386.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,37,7.095.082.411,4.631.135.540,,37.0,7095082411.0,4631135540.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,159.921.949.037,101.009.723.466,,,159921949037.0,101009723466.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,154.339.656.532,92.623.742.948,,,154339656532.0,92623742948.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,5.582.292.505,8.385.980.518,,,5582292505.0,8385980518.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,38,441,337,,38.0,441.0,337.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,39,(19),(19),,39.0,-19.0,-19.0
