row_label_raw,row_label_full,-,Các khoản phải thu khách hàng ngắn hạn,623.294.159.652,(823.712.388),559.665.977.930,(729.515.835),numeric__Các khoản phải thu khách hàng ngắn hạn,numeric__623.294.159.652,numeric__(823.712.388),numeric__559.665.977.930,numeric__(729.515.835)
-,-,-,Các khoản phải thu khách hàng dài hạn,43.019.265.317,-,64.922.925.087,-,,43019265317.0,,64922925087.0,
,,,,666.313.424.969,(823.712.388),624.588.903.017,(729.515.835),,666313424969.0,-823712388.0,624588903017.0,-729515835.0
