row_label_raw,row_label_full,col_0,col_1,Năm 2021,Năm 2020,numeric__col_1,numeric__Năm 2021,numeric__Năm 2020
,,,,VND,VND,,,
c),c),c),Vốn đầu tư của chủ sở hữu,,,,,
c),c) > c),c),- Vốn góp đầu năm,2.565.045.400.000,2.565.045.400.000,,2565045400000.0,2565045400000.0
c),c) > c),c),- Vốn góp tăng trong năm,934.926.500.000,-,,934926500000.0,
c),c) > c),c),- Vốn góp cuối năm,3.499.971.900.000,2.565.045.400.000,,3499971900000.0,2565045400000.0
c),c),c),Cổ phiếu,,,,,
c),c),c),,31/12/2021,01/01/2021,,,
c),c) > c),c),Số lượng cổ phiếu đăng ký phát hành,349.997.190,256.504.540,,349997190.0,256504540.0
c),c) > c),c),Số lượng cổ phiếu đã bán ra công chúng,349.997.190,256.504.540,,349997190.0,256504540.0
c),c) > c),c),- Cổ phiếu phố thông,349.997.190,256.504.540,,349997190.0,256504540.0
c),c) > c),c),Số lượng cổ phiếu đang lưu hành,349.997.190,256.504.540,,349997190.0,256504540.0
c),c) > c),c),- Cổ phiếu phố thông,349.997.190,256.504.540,,349997190.0,256504540.0
c),c),c),Mệnh giá cổ phiếu đang lưu hành 10.000 VND,,,,,
d),d),d),Các quỹ của công ty,,,,,
d),d),d),,31/12/2021,01/01/2021,,,
d),d),d),,VND,VND,,,
d),d) > d),d),Quỹ đầu tư phát triển,12.021.402.005,12.041.450.205,,12021402005.0,12041450205.0
d),d) > d),d),,12.021.402.005,12.041.450.205,,12021402005.0,12041450205.0
