row_label_raw,row_label_full,col_0,col_1,31/12/2021 > Giá trị,31/12/2021 > Dự phòng,01/01/2021 > Giá trị,01/01/2021 > Dự phòng,numeric__col_1,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Dự phòng,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Dự phòng
,,,,VND,VND,VND,VND,,,,,
a),a),a),Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,,
,,,- Công ty TNHH Điện cơ Solen (Việt Nam),40.082.406.257,-,36.374.055.766,-,,40082406257.0,,36374055766.0,
,,,- Công ty TNHH Một thành viên Thông tin M3,32.661.161.610,-,7.801.640.000,-,,32661161610.0,,7801640000.0,
,,,- Công ty TNHH Nam Trí Việt,52.880.163.286,-,95.755.860.530,-,,52880163286.0,,95755860530.0,
,,,- Chi nhánh Công ty Cổ phần Viễn thông FPT,46.407.930.800,-,27.907.913.000,-,,46407930800.0,,27907913000.0,
,,,- Công ty Cổ phần Khoáng sản IMC,52.568.855.884,-,67.568.321.696,-,,52568855884.0,,67568321696.0,
,,,- Khách hàng mua căn hộ,58.347.702.595,-,82.029.126.077,-,,58347702595.0,,82029126077.0,
,,,- Phải thu chứng khoán kinh doanh,124.593.295.730,-,-,-,,124593295730.0,,,
,,,- Các khoản phải thu khách hàng khác,258.771.908.807,(823.712.388),307.151.985.948,(729.515.835),,258771908807.0,-823712388.0,307151985948.0,-729515835.0
,,,,666.313.424.969,(823.712.388),624.588.903.017,(729.515.835),,666313424969.0,-823712388.0,624588903017.0,-729515835.0
