row_label_raw,row_label_full,col_0,col_1,31/12/2021 > Giá trị,31/12/2021 > Dự phòng,01/01/2021 > Giá trị,01/01/2021 > Dự phòng,numeric__col_1,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Dự phòng,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Dự phòng
,,,,VND,VND,VND,VND,,,,,
a),a),a),Ngắn hạn,,,,,,,,,
,,,- Honest (Macao Commercial Offshore) Limited,8.551.665.490,-,-,-,,8551665490.0,,,
,,,"- SWCC Showa Cable Systems Co., Ltd",5.458.803.840,-,-,-,,5458803840.0,,,
,,,"- Sei Thai Electric Conductor Co.,ltd",10.276.793.175,-,-,-,,10276793175.0,,,
,,,- Công ty Cổ phần Công nghệ cao Phương Nam,-,-,2.406.665.400,-,,,,2406665400.0,
,,,- Trả trước cho người bán khác,28.865.429.412,(241.972.500),16.476.028.928,(241.972.500),,28865429412.0,-241972500.0,16476028928.0,-241972500.0
,,,,53.152.691.917,(241.972.500),18.882.694.328,(241.972.500),,53152691917.0,-241972500.0,18882694328.0,-241972500.0
b),b),b),Dài hạn,,,,,,,,,
,,,- Quỹ đầu tư cơ hội PVI (*),161.700.000.000,-,-,-,,161700000000.0,,,
,,,,161.700.000.000,-,-,-,,161700000000.0,,,
