row_label_raw,row_label_full,col_0,col_1,31/12/2021 > Giá trị,31/12/2021 > Dự phòng,01/01/2021 > Giá trị,01/01/2021 > Dự phòng,numeric__col_1,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Dự phòng,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Dự phòng
,,,,VND,VND,VND,VND,,,,,
a),a),a),Ngắn hạn,,,,,,,,,
-,a) > -,-,Công ty TNHH Capella Group (1),48.000.000.000,-,-,-,,48000000000.0,,,
-,a) > -,-,Công ty Cổ phần Đầu tư và Phát triển Địa ốc NHT,-,-,45.000.000.000,-,,,,45000000000.0,
-,a) > -,-,Công ty CP Nông lâm nghiệp Trường Thành (2),18.477.114.978,-,14.673.701.989,-,,18477114978.0,,14673701989.0,
-,a) > -,-,Công ty TNHH Dịch vụ Tổng hợp Bằng Giang (3),24.290.000.000,-,-,-,,24290000000.0,,,
-,a) > -,-,Cá nhân,3.000.000.000,-,,,,3000000000.0,,,
,,,,93.767.114.978,-,59.673.701.989,-,,93767114978.0,,59673701989.0,
b),b),b),Dài hạn,,,,,,,,,
-,b) > -,-,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam (4),9.616.800.000,-,-,-,,9616800000.0,,,
,,,,9.616.800.000,-,-,-,,9616800000.0,,,
Trong đó: Phải thu về cho vay các bên liên quan,b) > Trong đó: Phải thu về cho vay các bên liên quan,Trong đó: Phải thu về cho vay các bên liên quan,Trong đó: Phải thu về cho vay các bên liên quan,48.000.000.000,-,-,-,,48000000000.0,,,
