row_label_raw,row_label_full,col_0,col_1,31/12/2021,01/01/2021,numeric__col_1,numeric__31/12/2021,numeric__01/01/2021
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
,,,- Kinh phí công đoàn,834.074.559,772.412.359,,834074559.0,772412359.0
,,,- Các khoản bảo hiểm,1.902.542.372,223.480.419,,1902542372.0,223480419.0
,,,- Phải trả lãi vay,923.262.303,2.736.905.786,,923262303.0,2736905786.0
,,,"- Nhận ký quỹ, ký cược ngắn hạn",4.441.298.708,3.497.862.867,,4441298708.0,3497862867.0
,,,"- Cổ tức, lợi nhuận phải trả",1.493.572.319,2.089.182.909,,1493572319.0,2089182909.0
,,,- Nhận vốn góp hợp đồng hợp tác đầu tư,315.326.351.000,736.051.628.777,,315326351000.0,736051628777.0
,,,- Phải trả Upas L/C (1),288.358.441.067,257.988.961.623,,288358441067.0,257988961623.0
,,,- Chi phí lãi từ hợp đồng hợp tác đầu tư,85.966.974.287,103.095.056.399,,85966974287.0,103095056399.0
,,,- Thu hộ phí bảo trì các dự án (2),17.774.533.666,20.671.638.797,,17774533666.0,20671638797.0
,,,- Phải trả tiền mượn vốn,3.269.986.803,-,,3269986803.0,
,,,- Ký quỹ đề chuyển nhượng khoản đầu tư,5.000.000.000,5.000.000.000,,5000000000.0,5000000000.0
,,,"- Các khoản phải trả, phải nộp khác",18.703.557.287,3.038.276.039,,18703557287.0,3038276039.0
,,,,743.994.594.371,1.135.165.405.975,,743994594371.0,1135165405975.0
b),b),b),Dài hạn,,,,,
,,,"- Nhận ký quỹ, ký cược dài hạn",9.247.163.327,11.003.404.118,,9247163327.0,11003404118.0
,,,- Nhận vốn góp hợp đồng hợp tác đầu tư,96.000.000.000,-,,96000000000.0,
,,,,105.247.163.327,11.003.404.118,,105247163327.0,11003404118.0
c),b) > c),c),Trong đó: Phải trả khác là các bên liên quan,311.814.652.054,191.449.946.576,,311814652054.0,191449946576.0
