row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Năm 2021,numeric__Năm 2020
,,,,VND,VND,,,
Thu nhập và thù lao,Thu nhập và thù lao,Thu nhập và thù lao,Thu nhập và thù lao,Thu nhập và thù lao,Thu nhập và thù lao,,,
Ông Hoàng Lê Sơn,Thu nhập và thù lao > Ông Hoàng Lê Sơn,Ông Hoàng Lê Sơn,Chủ tịch HĐQT,436.000.000,240.000.000,,436000000.0,240000000.0
Ông Phương Xuân Thụy,Thu nhập và thù lao > Ông Phương Xuân Thụy,Ông Phương Xuân Thụy,Thành viên HĐQT,422.920.000,232.800.000,,422920000.0,232800000.0
Ông Hồ Anh Dũng,Thu nhập và thù lao > Ông Hồ Anh Dũng,Ông Hồ Anh Dũng,Thành viên HĐQT,422.920.000,466.133.334,,422920000.0,466133334.0
Ông Trần Việt Anh,Thu nhập và thù lao > Ông Trần Việt Anh,Ông Trần Việt Anh,Thành viên HĐQT Tổng Giám đốc,1.625.684.697,1.736.944.620,,1625684697.0,1736944620.0
Ông Vũ Đức Hưng,Thu nhập và thù lao > Ông Vũ Đức Hưng,Ông Vũ Đức Hưng,Thành viên HĐQT,35.200.000,95.200.000,,35200000.0,95200000.0
Ông Bùi Quang Bách,Thu nhập và thù lao > Ông Bùi Quang Bách,Ông Bùi Quang Bách,Thành viên HĐQT,138.000.000,-,,138000000.0,
Ông Nguyễn Minh Tùng,Thu nhập và thù lao > Ông Nguyễn Minh Tùng,Ông Nguyễn Minh Tùng,Phó Tổng Giám đốc,1.635.000.000,-,,1635000000.0,
Ông Nguyễn Hải Dương,Thu nhập và thù lao > Ông Nguyễn Hải Dương,Ông Nguyễn Hải Dương,(*),-,373.333.332,,,373333332.0
Ông Chu Đức Tâm,Thu nhập và thù lao > Ông Chu Đức Tâm,Ông Chu Đức Tâm,(*),-,53.333.334,,,53333334.0
Bà Lê Thị Lan Hương,Thu nhập và thù lao > Bà Lê Thị Lan Hương,Bà Lê Thị Lan Hương,(*),-,53.333.334,,,53333334.0
Ông Phương Thành Long,Thu nhập và thù lao > Ông Phương Thành Long,Ông Phương Thành Long,(*),-,578.322.852,,,578322852.0
