row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Như So,Tên > Ông Nguyễn Như So,Ông Nguyễn Như So,Chủ tịch HĐQT,1.877.296.000,1.860.633.000,,1877296000.0,1860633000.0
Ông Nguyễn Khắc Thảo,Tên > Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,Phó Chủ tịch HĐQT kiểm Tổng Giám đốc,1.302.296.000,1.290.583.000,,1302296000.0,1290583000.0
Bà Nguyễn Thị Thu Hương,Tên > Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Phó Tổng Giám đốc kiểm thành viên HĐQT,1.022.296.000,1.050.531.000,,1022296000.0,1050531000.0
Ông Nguyễn Thế Tường,Tên > Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Thành viên HĐQT kiểm Phó Tổng Giám đốc,1.022.296.000,1.043.640.000,,1022296000.0,1043640000.0
Ông Nguyễn Hoàng Nguyên,Tên > Ông Nguyễn Hoàng Nguyên,Ông Nguyễn Hoàng Nguyên,Thành viên HĐQT,240.000.000,330.000.000,,240000000.0,330000000.0
Ông Lê Quốc Đoàn,Tên > Ông Lê Quốc Đoàn,Ông Lê Quốc Đoàn,Thành viên HĐQT,240.000.000,330.000.000,,240000000.0,330000000.0
Bà Nguyễn Thanh Hương,Tên > Bà Nguyễn Thanh Hương,Bà Nguyễn Thanh Hương,Thành viên HĐQT,360.000.000,300.000.000,,360000000.0,300000000.0
Ông Hoàng Nguyên Học,Tên > Ông Hoàng Nguyên Học,Ông Hoàng Nguyên Học,Thành viên HĐQT,360.000.000,300.000.000,,360000000.0,300000000.0
Ông Bùi Văn Hoan,Tên > Ông Bùi Văn Hoan,Ông Bùi Văn Hoan,Thành viên HĐQT,361.000.000,300.000.000,,361000000.0,300000000.0
Ông Phạm Văn Học,Tên > Ông Phạm Văn Học,Ông Phạm Văn Học,Phó Tổng Giám đốc,872.296.000,840.270.000,,872296000.0,840270000.0
Ông Nguyễn Văn Tuế,Tên > Ông Nguyễn Văn Tuế,Ông Nguyễn Văn Tuế,Phó Tổng Giám đốc,872.296.000,840.552.000,,872296000.0,840552000.0
Ông Nguyễn Thế Chinh,Tên > Ông Nguyễn Thế Chinh,Ông Nguyễn Thế Chinh,Phó Tổng Giám đốc (miễn nhiệm từ ngày 15 tháng 11 năm 2022),735.135.000,833.640.000,,735135000.0,833640000.0
Ông Hoàng Văn Chung,Tên > Ông Hoàng Văn Chung,Ông Hoàng Văn Chung,Phó Tổng Giám đốc,-,1.020.185.000,,,1020185000.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,9.264.911.000,10.340.034.000,,9264911000.0,10340034000.0
