row_label_raw,row_label_full,"Lợi nhuận được chia từ các công ty con, công ty liên kết (Thuyết minh số 30)",Năm nay > 236.533.871.700,Đơn vị tính: VND > Năm trước > 983.269.804.006,numeric__Năm nay > 236.533.871.700,numeric__Đơn vị tính: VND > Năm trước > 983.269.804.006
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,23.343.405.992,22.932.965.233,23343405992.0,22932965233.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,259.877.277.692,1.006.202.769.239,259877277692.0,1006202769239.0
