row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,9.792.829.625.617,8.815.347.156.580,9792829625617.0,8815347156580.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,4.266.363.812.948,4.320.180.232.749,4266363812948.0,4320180232749.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",5.509.817.998.454,4.166.219.153.497,5509817998454.0,4166219153497.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,16.647.814.215,328.947.770.334,16647814215.0,328947770334.0
Các khoản giảm trừ doanh thu,Trong đó > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(50.373.468.966),(75.639.578.161),-50373468966.0,-75639578161.0
Chiết khấu thương mại,Trong đó > Chiết khấu thương mại,Chiết khấu thương mại,(47.733.886.576),(73.484.689.726),-47733886576.0,-73484689726.0
Hàng bán bị trả lại,Trong đó > Hàng bán bị trả lại,Hàng bán bị trả lại,(2.639.582.390),(2.154.888.435),-2639582390.0,-2154888435.0
Doanh thu thuần,Trong đó > Doanh thu thuần,Doanh thu thuần,9.742.456.156.651,8.739.707.578.419,9742456156651.0,8739707578419.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,4.215.990.343.982,4.244.540.654.588,4215990343982.0,4244540654588.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",5.509.817.998.454,4.166.219.153.497,5509817998454.0,4166219153497.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,16.647.814.215,328.947.770.334,16647814215.0,328947770334.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên thứ ba,Trong đó: > Doanh thu đối với bên thứ ba,Doanh thu đối với bên thứ ba,2.215.094.055.168,2.268.031.477.893,2215094055168.0,2268031477893.0
Doanh thu đối với bên liên quan (Thuyết minh số 30),Trong đó: > Doanh thu đối với bên liên quan (Thuyết minh số 30),Doanh thu đối với bên liên quan (Thuyết minh số 30),7.527.362.101.483,6.471.676.100.526,7527362101483.0,6471676100526.0
