row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,83.956.028.655,86.949.577.550,83956028655.0,86949577550.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",5.618.268.000,3.953.411.598,5618268000.0,3953411598.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,57.963.920.000,63.568.911.000,57963920000.0,63568911000.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,2.090.363.545,2.271.714.018,2090363545.0,2271714018.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,9.251.077.000,8.307.586.277,9251077000.0,8307586277.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,9.032.400.110,8.847.954.657,9032400110.0,8847954657.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,102.327.474.252,149.160.450.560,102327474252.0,149160450560.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,3.780.470.765,5.555.307.295,3780470765.0,5555307295.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,57.895.691.600,62.263.816.114,57895691600.0,62263816114.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,9.592.548.612,7.628.003.159,9592548612.0,7628003159.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,21.806.804.881,30.170.870.045,21806804881.0,30170870045.0
- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,2.215.808.519,32.582.828.000,2215808519.0,32582828000.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,7.036.149.875,10.959.625.947,7036149875.0,10959625947.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,186.283.502.907,236.110.028.110,186283502907.0,236110028110.0
