row_label_raw,row_label_full,Khu vực Miền Bắc Triệu VND,Khu vực Miền Trung Triệu VND,Khu vực Miền Nam Triệu VND,Lào Triệu VND,Campuchia Triệu VND,Tổng bộ phận đã báo cáo Triệu VND,Loại trừ Triệu VND,Tổng cộng Triệu VND,numeric__Khu vực Miền Trung Triệu VND,numeric__Khu vực Miền Nam Triệu VND,numeric__Lào Triệu VND,numeric__Campuchia Triệu VND,numeric__Tổng bộ phận đã báo cáo Triệu VND,numeric__Loại trừ Triệu VND,numeric__Tổng cộng Triệu VND
8.668.437(5.658.467),8.668.437(5.658.467),8.668.437(5.658.467),8.458.655(4.703.108),47.682.164(30.130.914),165.834(74.440),396.544(273.007),65.371.634(40.839.936),(15.382.913)15.382.913,49.988.721(25.457.023),,,,,,,
3.009.970,8.668.437(5.658.467) > 3.009.970,3.009.970,3.755.547,17.551.250,91.394,123.537,24.531.698,-,24.531.698,3755547.0,17551250.0,91394.0,123537.0,24531698.0,,24531698.0
348.450,8.668.437(5.658.467) > 348.450,348.450,220.254,3.399.671,61.251,115.794,4.145.420,-,4.145.420,220254.0,3399671.0,61251.0,115794.0,4145420.0,,4145420.0
3.358.420(1.240.904),3.358.420(1.240.904),3.358.420(1.240.904),3.975.801(1.031.729),20.950.921(11.374.333),152.645(125.222),239.331(210.201),28.677.118(13.982.389),-,28.677.118(13.982.389),,,,,,,
2.117.516,3.358.420(1.240.904) > 2.117.516,2.117.516,2.944.072,9.576.588(2.153.766),27.423,29.130,14.694.729(1.974.364),-,14.694.729(1.974.364),2944072.0,,27423.0,29130.0,,,
2.117.516,3.358.420(1.240.904) > 2.117.516,2.117.516,2.944.072,7.422.822,73.239,162.716,12.720.365,-,12.720.365,2944072.0,7422822.0,73239.0,162716.0,12720365.0,,12720365.0
1.125.723,3.358.420(1.240.904) > 1.125.723,1.125.723,1.013.119,5.856.027,30.932,188.852,8.214.653,-,8.214.653,1013119.0,5856027.0,30932.0,188852.0,8214653.0,,8214653.0
320.968,3.358.420(1.240.904) > 320.968,320.968,656.625,14.795.509,312.254,1.558.799,17.644.155,-,17.644.155,656625.0,14795509.0,312254.0,1558799.0,17644155.0,,17644155.0
49.627,3.358.420(1.240.904) > 49.627,49.627,2.713,87.537.095,337.711,314.030,88.241.176,-,88.241.176,2713.0,87537095.0,337711.0,314030.0,88241176.0,,88241176.0
84.066.998,3.358.420(1.240.904) > 84.066.998,84.066.998,90.072.266,350.017.791,1.745.278,4.545.670,530.448.003,-,530.448.003,90072266.0,350017791.0,1745278.0,4545670.0,530448003.0,,530448003.0
980.929,3.358.420(1.240.904) > 980.929,980.929,1.050.173,85.720.432,9.314,635,85.730.381,-,85.730.381,1050173.0,85720432.0,9314.0,635.0,85730381.0,,85730381.0
980.929,3.358.420(1.240.904) > 980.929,980.929,1.050.173,15.850.519,223.772,274.586,18.379.979,(563.801),17.816.178,1050173.0,15850519.0,223772.0,274586.0,18379979.0,-563801.0,17816178.0
86.544.245,3.358.420(1.240.904) > 86.544.245,86.544.245,92.794.896,559.777.373,2.659.261,6.882.572,748.658.347,(563.801),748.094.546,92794896.0,559777373.0,2659261.0,6882572.0,748658347.0,-563801.0,748094546.0
-,3.358.420(1.240.904) > -,-,-,54.255,-,-,54.255,-,54.255,,54255.0,,,54255.0,,54255.0
738.829,3.358.420(1.240.904) > 738.829,738.829,4.961,69.704.667,74.372,132.463,70.655.292,-,70.655.292,4961.0,69704667.0,74372.0,132463.0,70655292.0,,70655292.0
105.777.397,3.358.420(1.240.904) > 105.777.397,105.777.397,72.597.530,381.968.378,1.518.091,5.020.418,566.881.814,-,566.881.814,72597530.0,381968378.0,1518091.0,5020418.0,566881814.0,,566881814.0
5.388.758,3.358.420(1.240.904) > 5.388.758,5.388.758,3.053.493,46.781.448,538.472,332.745,56.094.916,(563.801),55.531.115,3053493.0,46781448.0,538472.0,332745.0,56094916.0,-563801.0,55531115.0
111.904.984,3.358.420(1.240.904) > 111.904.984,111.904.984,75.655.984,498.508.748,2.130.935,5.485.626,693.686.277,(563.801),693.122.476,75655984.0,498508748.0,2130935.0,5485626.0,693686277.0,-563801.0,693122476.0
