row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2025 Triệu VND,31/12/2024 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2025 Triệu VND,numeric__31/12/2024 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",4,5.401.563,8.214.653,,4.0,5401563.0,8214653.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,18.059.258,17.644.155,,5.0,18059258.0,17644155.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,172.510.005,88.241.176,,6.0,172510005.0,88241176.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,171.011.762,80.634.247,,,171011762.0,80634247.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,1.498.243,7.606.929,,,1498243.0,7606929.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,234.999,-,,7.0,234999.0,
1,A > 1,1,Các công cụ tài chính phải sinh và các tài sản tài chính khác,,234.999,-,,,234999.0,
VI,A > VI,VI,Cho vay khách hàng,,606.336.391,530.448.003,,,606336391.0,530448003.0
1,A > 1,1,Cho vay khách hàng,8,626.392.336,539.314.658,,8.0,626392336.0,539314658.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(20.055.945),(8.866.655),,9.0,-20055945.0,-8866655.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,92.129.699,85.648.177,,10.0,92129699.0,85648177.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,33.048.362,23.554.968,,,33048362.0,23554968.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,67.177.859,75.363.197,,,67177859.0,75363197.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(8.096.522),(13.269.988),,,-8096522.0,-13269988.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,81.971,82.204,,11.0,81971.0,82204.0
4,A > 4,4,Đầu tư dài hạn khác,,96.642,96.642,,,96642.0,96642.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(14.671),(14.438),,,-14671.0,-14438.0
X,A > X,X,Tài sân cố định,,7.044.615,7.355.128,,,7044615.0,7355128.0
1,A > 1,1,Tài sân cố định hữu hình,12,4.132.288,4.375.198,,12.0,4132288.0,4375198.0
a,A > a,a,Nguyên giá,,9.174.353,8.871.194,,,9174353.0,8871194.0
b,A > b,b,Giá trị hao mòn lũy kế,,(5.042.065),(4.495.996),,,-5042065.0,-4495996.0
3,A > 3,3,Tài sân cố định vô hình,13,2.912.327,2.979.930,,13.0,2912327.0,2979930.0
a,A > a,a,Nguyên giá,,5.119.219,5.004.011,,,5119219.0,5004011.0
b,A > b,b,Giá trị hao mòn lũy kế,,(2.206.892),(2.024.081),,,-2206892.0,-2024081.0
XI,A > XI,XI,Bất động sản đầu tư,,14.521,-,,,14521.0,
1,A > 1,1,Nguyên giá,,39.182,-,,,39182.0,
2,A > 2,2,Giá trị hao mòn lũy kế,,(24.661),-,,,-24661.0,
XII,A > XII,XII,Tài sân Có khác,14,15.306.781,10.461.050,,14.0,15306781.0,10461050.0
1,A > 1,1,Các khoản phải thu,14(a),10.154.534,6.727.957,,,10154534.0,6727957.0
2,A > 2,2,"Các khoản lãi, phí phải thu",14(b),5.668.785,5.239.563,,,5668785.0,5239563.0
3,A > 3,3,Tài sân thuế thu nhập doanh nghiệp hoãn lại,,552.729,542.460,,,552729.0,542460.0
4,A > 4,4,Tài sân Có khác,14(c),2.522.670,1.488.492,,,2522670.0,1488492.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,14(d),(3.591.937),(3.537.422),,,-3591937.0,-3537422.0
,,,TỔNG TÀI SẢN,,917.119.803,748.094.546,,,917119803.0,748094546.0
