row_label_raw,row_label_full,col_0,2025Triệu VND,2024Triệu VND(dã báo cáotrước đây),2024Triệu VND(diều chính lại),numeric__2025Triệu VND,numeric__2024Triệu VND(dã báo cáotrước đây),numeric__2024Triệu VND(diều chính lại)
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,5.939.111,10.087.495,10.087.495,5939111.0,10087495.0,10087495.0
"Quỹ khen thưởng, phúc lợi (*)","Quỹ khen thưởng, phúc lợi (*)","Quỹ khen thưởng, phúc lợi (*)",-,-,(1.130.094),,,-1130094.0
,,,5.939.111,10.087.495,8.957.401,5939111.0,10087495.0,8957401.0
