row_label_raw,row_label_full,col_0,2025Triệu VND,2024Triệu VND,numeric__2025Triệu VND,numeric__2024Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
• Thu từ nợ đã xử lý rủi ro,Thu nhập từ hoạt động khác > • Thu từ nợ đã xử lý rủi ro,• Thu từ nợ đã xử lý rủi ro,1.406.390,111.598,1406390.0,111598.0
• Thu phí hợp đồng tương lai,Thu nhập từ hoạt động khác > • Thu phí hợp đồng tương lai,• Thu phí hợp đồng tương lai,158.896,104.946,158896.0,104946.0
• Thu từ thanh lý tài sản cố định,Thu nhập từ hoạt động khác > • Thu từ thanh lý tài sản cố định,• Thu từ thanh lý tài sản cố định,73.118,-,73118.0,
• Thu tài trợ hoạt động thể,Thu nhập từ hoạt động khác > • Thu tài trợ hoạt động thể,• Thu tài trợ hoạt động thể,48.893,56.983,48893.0,56983.0
• Thu phí ủy thác quản lý kho,Thu nhập từ hoạt động khác > • Thu phí ủy thác quản lý kho,• Thu phí ủy thác quản lý kho,2.752,2.316,2752.0,2316.0
• Thu nhập khác,Thu nhập từ hoạt động khác > • Thu nhập khác,• Thu nhập khác,54.555,93.173,54555.0,93173.0
,,,1.744.604,369.016,1744604.0,369016.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
• Chi về các công cụ tài chính phải sinh khác,Chi phí hoạt động khác > • Chi về các công cụ tài chính phải sinh khác,• Chi về các công cụ tài chính phải sinh khác,(133.157),(65.616),-133157.0,-65616.0
• Chi công tác xã hội,Chi phí hoạt động khác > • Chi công tác xã hội,• Chi công tác xã hội,(100.883),(107.933),-100883.0,-107933.0
• Chi phí khác,Chi phí hoạt động khác > • Chi phí khác,• Chi phí khác,(247.004),(194.388),-247004.0,-194388.0
,,,(481.044),(367.937),-481044.0,-367937.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,1.263.560,1.079,1263560.0,1079.0
