row_label_raw,row_label_full,col_0,31/12/2025Triệu VND,31/12/2024Triệu VND,numeric__31/12/2025Triệu VND,numeric__31/12/2024Triệu VND
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,33.042.126,23.548.753,33042126.0,23548753.0
• Trái phiếu Chính phủ (i),• Trái phiếu Chính phủ (i),• Trái phiếu Chính phủ (i),12.441.653,11.639.439,12441653.0,11639439.0
• Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành (ii),• Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành (ii),• Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành (ii),20.592.106,11.900.000,20592106.0,11900000.0
• Chứng khoán nợ nước ngoài,• Chứng khoán nợ nước ngoài,• Chứng khoán nợ nước ngoài,8.367,9.314,8367.0,9314.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,6.236,6.215,6236.0,6215.0
• Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,• Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,• Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,5.580,5.580,5580.0,5580.0
• Chứng khoán vốn do các tổ chức kinh tế nước ngoài phát hành,• Chứng khoán vốn do các tổ chức kinh tế nước ngoài phát hành,• Chứng khoán vốn do các tổ chức kinh tế nước ngoài phát hành,656,635,656.0,635.0
,,,33.048.362,23.554.968,33048362.0,23554968.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
• Dự phòng giảm giả,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > • Dự phòng giảm giả,• Dự phòng giảm giả,(26.345),(12.129),-26345.0,-12129.0
,,,33.022.017,23.542.839,33022017.0,23542839.0
