row_label_raw,row_label_full,col_0,col_1,2025Triệu VND,2024Triệu VND,numeric__col_1,numeric__2025Triệu VND,numeric__2024Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,57.659.133,50.959.785,,57659133.0,50959785.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(28.105.502),(28.308.950),,-28105502.0,-28308950.0
03,03,03,Thu nhập từ hoạt động dịch vụ nhận được,3.080.493,2.980.388,,3080493.0,2980388.0
04,04,04,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng và chứng khoán",1.055.312,1.309.309,,1055312.0,1309309.0
05,05,05,Chi phí khác đã chi,(262.402),(215.173),,-262402.0,-215173.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",1.406.390,111.598,,1406390.0,111598.0
07,07,07,"Tiền chi trả cho nhân viên, hoạt động quản lý",(13.382.072),(12.242.695),,-13382072.0,-12242695.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(2.773.231),(2.541.467),,-2773231.0,-2541467.0
,,,Lưu chuyển tiền từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,18.678.121,12.052.795,,18678121.0,12052795.0
,,,Những thay đổi về tài sản hoạt động,(92.182.403),(73.656.967),,-92182403.0,-73656967.0
09,09,09,"Giảm/(tăng) các khoản tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác",6.108.686,(7.388.360),,6108686.0,-7388360.0
10,10,10,Tăng các khoản về kinh doanh chứng khoán,(1.899.009),(10.356.865),,-1899009.0,-10356865.0
11,11,11,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(289.006),(37.453),,-289006.0,-37453.0
12,12,12,Tăng các khoản cho vay khách hàng,(87.041.641),(56.589.854),,-87041641.0,-56589854.0
13,13,13,Giảm nguồn dự phòng để bù đắp tổn thất các khoản,(5.402.444),(2.061.284),,-5402444.0,-2061284.0
14,14,14,(Tăng)/giảm khác về tài sản hoạt động,(3.658.989),2.776.849,,-3658989.0,2776849.0
,,,Những thay đổi về công nợ hoạt động,165.982.286,99.969.421,,165982286.0,99969421.0
15,15,15,Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,22.192.661,34.927,,22192661.0,34927.0
16,16,16,Tăng tiền gửi và vay các TCTD khác,85.477.618,34.335.896,,85477618.0,34335896.0
17,17,17,Tăng tiền gửi của khách hàng,51.459.858,56.137.421,,51459858.0,56137421.0
18,18,18,Tăng phát hành giấy tờ có giá,6.250.130,9.220.304,,6250130.0,9220304.0
19,19,19,"Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",119.650,125.863,,119650.0,125863.0
21,21,21,Tăng khác về công nợ hoạt động,887.145,979.082,,887145.0,979082.0
22,22,22,Chi từ các quỹ của TCTD,(404.776),(864.072),,-404776.0,-864072.0
I,I,I,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,92.478.004,38.365.249,,92478004.0,38365249.0
